Feature,Importance,window_size
FIRE_Acres_Burned,-0.012850761,4
PRECIP,0.0010614395,11
WIND_EventCount,0.010061264,11
WIND_AvgMPH,0.11555338,11
WIND_RunMiles,0.01241827,11
AQI_PM25,0.0060949326,11
AQI_PM10,0.01151371,12
EARTHQUAKE_Total,0.0005865097,12
PESTICIDE_Total,-0.033122063,11
RODENTICIDE_Total,-0.0070261955,12
Avg_Monthly_DSCI,-2.4352891,3
