Feature,Importance,window_size
FIRE_Acres_Burned,0.08657968,12
PRECIP,0.0143169165,1
WIND_EventCount,0.0019630194,12
WIND_AvgMPH,0.23822224,9
WIND_RunMiles,-0.00373137,12
AQI_PM25,-0.0017818213,1
AQI_PM10,0.029839277,12
EARTHQUAKE_Total,0.005194545,10
PESTICIDE_Total,0.012432456,11
RODENTICIDE_Total,-0.004066944,12
Avg_Monthly_DSCI,0.20577562,3
