Feature,Importance,window_size
FIRE_Acres_Burned,-0.10515916,12
PRECIP,0.06363058,12
WIND_EventCount,0.0007427931,12
WIND_AvgMPH,-0.0071077347,12
WIND_RunMiles,0.00036644936,9
AQI_PM25,-0.027188063,11
AQI_PM10,-0.009660244,10
EARTHQUAKE_Total,-0.023238897,12
PESTICIDE_Total,0.010634303,12
POUNDS_PRODUCT_APPLIED,0.02926135,11
Avg_Monthly_DSCI,0.10521519,3
