Feature,Importance,window_size
FIRE_Acres_Burned,0.0862115,10
PRECIP,0.051718056,12
WIND_EventCount,-0.0017645359,12
WIND_AvgMPH,0.07084668,8
WIND_RunMiles,-0.009615421,12
AQI_PM25,-0.001957178,1
AQI_PM10,0.09017563,12
EARTHQUAKE_Total,-0.006962657,3
PESTICIDE_Total,0.006410718,9
RODENTICIDE_Total,-0.0015871525,1
Avg_Monthly_DSCI,0.3135711,1
