ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2014	11-JUN-14	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	15	DIPHACINONE	.00075	8	A	G
NO	2014	19-FEB-14	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	6.5	DIPHACINONE	.000325	7	A	G
NO	2014	17-JUL-14	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	4	DIPHACINONE	.0002	10	A	G
NO	2014	29-OCT-14	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	3	DIPHACINONE	.00015	5	A	G
NO	2014	19-FEB-14	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	4.5	DIPHACINONE	.00045	7	A	G
NO	2014	31-MAY-14	FRESNO	10M16S19E14	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	19.8	DIPHACINONE	.00099	60	A	G
NO	2014	16-FEB-14	FRESNO	10M13S17E17	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	5	DIPHACINONE	.00025	27	A	O
NO	2014	15-AUG-14	FRESNO	10M13S21E35	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.01	70	DIPHACINONE	.007	16	A	G
NO	2014	18-FEB-14	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	3	DIPHACINONE	.00015	15	A	G
NO	2014	11-JUN-14	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	29.5	DIPHACINONE	.001475	10	A	G
