ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2010	08-APR-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	28	DIPHACINONE	.0014	10	A	G
NO	2010	28-SEP-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	15	DIPHACINONE	.00075	1	A	G
NO	2010	08-APR-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	9	DIPHACINONE	.00045	15	A	G
NO	2010	02-AUG-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	18	DIPHACINONE	.0009	50	A	G
NO	2010	08-APR-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	9	DIPHACINONE	.00045	15	A	G
NO	2010	21-MAY-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	12	DIPHACINONE	.0006	15	A	G
NO	2010	28-SEP-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	15	DIPHACINONE	.00075	50	A	G
NO	2010	06-APR-10	FRESNO	10M14S21E31	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	10	DIPHACINONE	.0005	10	A	G
NO	2010	21-MAY-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	10	DIPHACINONE	.0005	15	A	G
NO	2010	28-SEP-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	3	DIPHACINONE	.00015	10	A	G
NO	2010	02-AUG-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	27	DIPHACINONE	.00135	30	A	G
NO	2010	02-AUG-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	9	DIPHACINONE	.00045	16.45	A	G
NO	2010	21-MAY-10	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	6	DIPHACINONE	.0003	15	A	G
NO	2010	25-MAR-10	FRESNO	10M14S21E31	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	50	DIPHACINONE	.0025	10	A	G
NO	2010	23-JUN-10	FRESNO	10M16S17E02	ALMOND	ZP RODENT OAT BAIT AG	6.6	ZINC PHOSPHIDE	.132	410	A	G
NO	2010	19-JUL-10	FRESNO	10M16S17E02	ALMOND	ZP RODENT OAT BAIT AG	45	ZINC PHOSPHIDE	.9	40	A	G
NO	2010	01-JUL-10	FRESNO	10	COMMERCIAL, INSTITUTIONAL OR INDUSTRIAL AREAS	EATON'S ALL-WEATHER BAIT BLOCKS RODENTICIDE WITH MOLASSES/PEANUT BUTTER FLAVORIZER	2.7	DIPHACINONE	.000135	55	A	
NO	2010	01-MAR-10	FRESNO	10	COMMERCIAL, INSTITUTIONAL OR INDUSTRIAL AREAS	EATON'S ALL-WEATHER BAIT BLOCKS RODENTICIDE WITH MOLASSES/PEANUT BUTTER FLAVORIZER	.0063	DIPHACINONE	.000000315	55	A	
NO	2010	01-FEB-10	FRESNO	10	COMMERCIAL, INSTITUTIONAL OR INDUSTRIAL AREAS	EATON'S ALL-WEATHER BAIT BLOCKS RODENTICIDE WITH MOLASSES/PEANUT BUTTER FLAVORIZER	.025	DIPHACINONE	.00000125	55	A	
NO	2010	01-NOV-10	FRESNO	10	COMMERCIAL, INSTITUTIONAL OR INDUSTRIAL AREAS	EATON'S ALL-WEATHER BAIT BLOCKS RODENTICIDE WITH MOLASSES/PEANUT BUTTER FLAVORIZER	2.09	DIPHACINONE	.0001045	55	U	
NO	2010	01-JUN-10	FRESNO	10	COMMERCIAL, INSTITUTIONAL OR INDUSTRIAL AREAS	EATON'S ALL-WEATHER BAIT BLOCKS RODENTICIDE WITH MOLASSES/PEANUT BUTTER FLAVORIZER	.3125	DIPHACINONE	.000015625	55	A	
NO	2010	01-SEP-10	FRESNO	10	COMMERCIAL, INSTITUTIONAL OR INDUSTRIAL AREAS	EATON'S ALL-WEATHER BAIT BLOCKS RODENTICIDE WITH MOLASSES/PEANUT BUTTER FLAVORIZER	2.6	DIPHACINONE	.00013	55	S	
