ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2012	15-SEP-12	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	6	DIPHACINONE	.0003	5	A	G
NO	2012	26-MAR-12	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	6	DIPHACINONE	.0003	32	A	G
NO	2012	07-JUN-12	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	3	DIPHACINONE	.00015	3	A	G
NO	2012	30-JAN-12	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	4.5	DIPHACINONE	.000225	4	A	G
NO	2012	27-AUG-12	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	3	DIPHACINONE	.00015	5	A	G
NO	2012	07-JUN-12	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	7.5	DIPHACINONE	.00075	3	A	G
NO	2012	31-AUG-12	FRESNO	10M18S16E10	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	ZP RODENT BAIT AG	140	ZINC PHOSPHIDE	2.8	140	A	G
NO	2012	31-AUG-12	FRESNO	10M18S18E19	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	ZP RODENT BAIT AG	140	ZINC PHOSPHIDE	2.8	140	A	G
NO	2012	31-AUG-12	FRESNO	10M18S18E19	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	ZP RODENT BAIT AG	140	ZINC PHOSPHIDE	2.8	140	A	G
NO	2012	31-AUG-12	FRESNO	10M18S16E09	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	ZP RODENT BAIT AG	140	ZINC PHOSPHIDE	2.8	140	A	G
NO	2012	31-AUG-12	FRESNO	10M18S16E10	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	ZP RODENT BAIT AG	140	ZINC PHOSPHIDE	2.8	140	A	G
