ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2013	06-FEB-13	FRESNO	10M13S21E13	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	9	DIPHACINONE	.00045	8	A	G
NO	2013	17-JAN-13	FRESNO	10M15S18E29	ALMOND	DIPHACIN 110 CONCENTRATE RODENTICIDE	9	DIPHACINONE	.009	76.5	A	G
NO	2013	15-OCT-13	FRESNO	10M12S21E20	ALMOND	P.C.Q. PELLETED RODENT BAIT	5.5	DIPHACINONE	.00055	2	A	G
NO	2013	17-APR-13	FRESNO	10M16S22E27	ALMOND	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	O
NO	2013	15-OCT-13	FRESNO	10M12S21E07	ALMOND	P.C.Q. PELLETED RODENT BAIT	5.5	DIPHACINONE	.00055	2	A	G
NO	2013	04-OCT-13	FRESNO	10M15S18E33	ALMOND	RODENT BAIT BLOCK DIPHACINONE TREATED GRAIN/PARAFFIN (0.005%)	15	DIPHACINONE	.00075	118	A	G
NO	2013	31-JAN-13	FRESNO	10M16S19E13	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	19.8	DIPHACINONE	.00099	60	A	G
NO	2013	09-AUG-13	FRESNO	10M13S17E17	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	15	DIPHACINONE	.00075	18	A	G
NO	2013	13-FEB-13	FRESNO	10M15S24E30	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.01	6	DIPHACINONE	.0006	8	A	G
NO	2013	19-APR-13	FRESNO	10M15S24E30	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.01	6.67	DIPHACINONE	.000667	8	A	G
NO	2013	16-FEB-13	FRESNO	10M15S24E30	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.01	6	DIPHACINONE	.0006	8	A	G
NO	2013	20-FEB-13	FRESNO	10M15S24E30	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.01	6	DIPHACINONE	.0006	8	A	G
NO	2013	15-APR-13	FRESNO	10M15S24E30	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.01	6.66	DIPHACINONE	.000666	8	A	G
NO	2013	12-APR-13	FRESNO	10M15S24E30	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN  0.01	6.66	DIPHACINONE	.000666	8	A	G
NO	2013	15-JUL-13	FRESNO	10M13S21E35	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	25	DIPHACINONE	.00125	17	A	G
NO	2013	11-SEP-13	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	14	DIPHACINONE	.0007	10	A	G
NO	2013	20-MAY-13	FRESNO	10M13S21E35	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	40	DIPHACINONE	.002	17	A	G
NO	2013	04-SEP-13	FRESNO	10M13S21E35	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	25	DIPHACINONE	.00125	17	A	G
NO	2013	01-JUL-13	FRESNO	10M13S21E35	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	25	DIPHACINONE	.00125	17	A	G
NO	2013	09-AUG-13	FRESNO	10M13S17E17	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	15	DIPHACINONE	.00075	27	A	G
NO	2013	11-SEP-13	FRESNO	10M13S22E18	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	9.5	DIPHACINONE	.000475	7	A	G
NO	2013	22-MAR-13	FRESNO	10M15S21E07	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	100	DIPHACINONE	.01	19	A	G
NO	2013	01-JUL-13	FRESNO	10M13S21E35	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	25	DIPHACINONE	.0025	17	A	G
NO	2013	20-MAY-13	FRESNO	10M13S21E35	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	50	DIPHACINONE	.005	17	A	G
NO	2013	15-JUL-13	FRESNO	10M13S21E35	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	25	DIPHACINONE	.0025	17	A	G
NO	2013	04-SEP-13	FRESNO	10M13S21E35	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	25	DIPHACINONE	.0025	17	A	G
NO	2013	10-APR-13	FRESNO	10M15S21E07	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	100	DIPHACINONE	.01	19	A	G
NO	2013	17-MAY-13	FRESNO	10M13S21E02	ALMOND	RODENT BAIT DIPHACINONE TREATRED GRAIN (0.01%)	.3125	DIPHACINONE	.00003125	200	S	G
