Feature,Importance
FIRE_Acres_Burned,0.0
PRECIP,0.19215918
WIND_EventCount,-0.07100248
WIND_AvgMPH,0.49424314
WIND_RunMiles,0.57803345
AQI_PM25,0.27090597
AQI_PM10,-0.13567638
EARTHQUAKE_Total,-0.09323788
PESTICIDE_Total,0.8221507
POUNDS_PRODUCT_APPLIED,-0.31135702
