feature,window_size,rmse
AQI_PM10,10,4.683132648468018
AQI_PM25,1,2.513352870941162
Avg_Monthly_DSCI,10,4.947467803955078
EARTHQUAKE_Total,1,3.4985227584838867
FIRE_Acres_Burned,1,3.408553123474121
PESTICIDE_Total,1,2.9562466144561768
PRECIP,1,2.97407603263855
RODENTICIDE_Total,1,2.8245835304260254
WIND_AvgMPH,8,3.8887479305267334
WIND_EventCount,5,2.339988946914673
WIND_RunMiles,2,3.934255599975586
