Feature,Importance,window_size
FIRE_Acres_Burned,-0.0042107105,10
PRECIP,0.025166273,12
WIND_EventCount,0.00023496151,6
WIND_AvgMPH,-0.011543751,11
WIND_RunMiles,0.12514102,5
AQI_PM25,-0.07864618,4
AQI_PM10,-0.045654535,4
EARTHQUAKE_Total,-0.0014134645,4
PESTICIDE_Total,0.0045222044,10
RODENTICIDE_Total,-0.04245305,4
Avg_Monthly_DSCI,0.13513291,11
