Feature,Importance,window_size
FIRE_Acres_Burned,0.07689285,12
PRECIP,0.0125409365,12
WIND_EventCount,0.0028840303,12
WIND_AvgMPH,0.23081934,9
WIND_RunMiles,-0.009785891,12
AQI_PM25,-0.003978133,1
AQI_PM10,0.06621981,12
EARTHQUAKE_Total,0.017009377,10
PESTICIDE_Total,-0.004916668,11
RODENTICIDE_Total,-0.010050774,12
Avg_Monthly_DSCI,-0.18401146,3
