epoch,train_loss,test_loss
1,0.32308197021484375,0.07807422429323196
2,0.28923192620277405,0.08286408334970474
3,0.2605001926422119,0.10509508103132248
4,0.23309436440467834,0.13954001665115356
5,0.21193300187587738,0.18067334592342377
6,0.20686103403568268,0.2178105264902115
7,0.21633023023605347,0.23246926069259644
8,0.22441190481185913,0.22673462331295013
9,0.21955540776252747,0.2104869931936264
10,0.21564637124538422,0.19018296897411346
11,0.20538830757141113,0.17023541033267975
12,0.20257046818733215,0.15310056507587433
13,0.2032472789287567,0.13933110237121582
14,0.20225998759269714,0.1292652040719986
15,0.20307183265686035,0.1224738284945488
16,0.2067423313856125,0.11844140291213989
17,0.204209566116333,0.11677028238773346
18,0.20338039100170135,0.116948701441288
19,0.2000957429409027,0.11851203441619873
20,0.19691208004951477,0.12132043391466141
21,0.19499865174293518,0.12480773776769638
22,0.19332073628902435,0.12809112668037415
23,0.188943549990654,0.13027255237102509
24,0.1908344030380249,0.1300731599330902
25,0.18983194231987,0.1263270527124405
26,0.18801482021808624,0.11911430209875107
27,0.18869473040103912,0.10945502668619156
28,0.18350937962532043,0.09879907220602036
29,0.17856834828853607,0.08929800242185593
30,0.17924712598323822,0.08308664709329605
31,0.17639674246311188,0.08179105818271637
32,0.1740020513534546,0.08494038879871368
33,0.17484888434410095,0.09089339524507523
34,0.16926270723342896,0.0981205552816391
35,0.1668592393398285,0.10617602616548538
36,0.16479626297950745,0.11672139912843704
37,0.1651802659034729,0.13073010742664337
38,0.16761289536952972,0.14799095690250397
39,0.1672218292951584,0.16501186788082123
40,0.1649213582277298,0.17516446113586426
41,0.17154178023338318,0.17582909762859344
42,0.17072221636772156,0.16904063522815704
43,0.16933313012123108,0.158470019698143
44,0.16700924932956696,0.14743557572364807
45,0.16716554760932922,0.13841594755649567
46,0.16352979838848114,0.13154365122318268
47,0.16076208651065826,0.12579697370529175
48,0.16095618903636932,0.12077000737190247
49,0.16187931597232819,0.11591167747974396
50,0.16367678344249725,0.11141721904277802
51,0.16426120698451996,0.10752284526824951
52,0.16096574068069458,0.1045973002910614
53,0.1609037220478058,0.10298481583595276
54,0.1635083258152008,0.10278692096471786
55,0.16183701157569885,0.1042029857635498
56,0.16057540476322174,0.10706202685832977
57,0.16453491151332855,0.11107627302408218
58,0.16162846982479095,0.1154279038310051
59,0.16035275161266327,0.11960414052009583
60,0.1580738127231598,0.12331023067235947
61,0.1590494066476822,0.12674428522586823
62,0.1602557748556137,0.13029851019382477
63,0.15925145149230957,0.13457746803760529
64,0.1573174148797989,0.1392233669757843
65,0.1576324999332428,0.14348043501377106
66,0.15674404799938202,0.14562909305095673
67,0.1605086624622345,0.14617690443992615
68,0.15865038335323334,0.1446199119091034
69,0.15797948837280273,0.14165927469730377
70,0.1599990725517273,0.13879185914993286
71,0.15634292364120483,0.13622446358203888
72,0.15555621683597565,0.13380450010299683
73,0.15629270672798157,0.13120822608470917
74,0.15497934818267822,0.12925352156162262
75,0.15291769802570343,0.12713731825351715
76,0.15309424698352814,0.12552368640899658
77,0.15327438712120056,0.12516747415065765
78,0.15094473958015442,0.12532442808151245
79,0.15146560966968536,0.12668873369693756
80,0.1525743305683136,0.12797397375106812
81,0.15060441195964813,0.129436194896698
82,0.15118743479251862,0.12989898025989532
83,0.1477435678243637,0.13018900156021118
84,0.14687977731227875,0.13135825097560883
85,0.14296001195907593,0.1314428299665451
86,0.14202666282653809,0.1286201924085617
87,0.14550051093101501,0.12703263759613037
88,0.14028000831604004,0.1249227300286293
89,0.13634568452835083,0.1210949495434761
90,0.13198675215244293,0.11591356992721558
91,0.1306166648864746,0.10766641050577164
92,0.12603659927845,0.10441906005144119
93,0.12093382328748703,0.10016854107379913
94,0.11856779456138611,0.0884578749537468
95,0.1155032142996788,0.09472371637821198
96,0.1309715360403061,0.07583092898130417
97,0.10581772774457932,0.05823640897870064
98,0.1338709592819214,0.05836145207285881
99,0.10479000210762024,0.05571727082133293
100,0.11758732795715332,0.04998551309108734
