feature,window_size,rmse
FIRE_Acres_Burned,1,7.1576467
FIRE_Acres_Burned,2,8.213289
FIRE_Acres_Burned,3,8.334157
FIRE_Acres_Burned,4,7.5707893
FIRE_Acres_Burned,5,7.914943
FIRE_Acres_Burned,6,8.534603
FIRE_Acres_Burned,7,8.091019
FIRE_Acres_Burned,8,8.417297
FIRE_Acres_Burned,9,8.358415
FIRE_Acres_Burned,10,8.245545
FIRE_Acres_Burned,11,10.953676
FIRE_Acres_Burned,12,7.3996634
PRECIP,1,8.030036
PRECIP,2,5.5379386
PRECIP,3,7.326095
PRECIP,4,13.724146
PRECIP,5,5.156783
PRECIP,6,7.199906
PRECIP,7,4.3554487
PRECIP,8,4.7961764
PRECIP,9,7.59834
PRECIP,10,7.870312
PRECIP,11,6.905599
PRECIP,12,7.8479486
WIND_EventCount,1,9.291902
WIND_EventCount,2,8.884229
WIND_EventCount,3,9.21579
WIND_EventCount,4,9.728879
WIND_EventCount,5,12.730944
WIND_EventCount,6,11.240555
WIND_EventCount,7,14.60445
WIND_EventCount,8,13.613229
WIND_EventCount,9,9.561181
WIND_EventCount,10,11.484597
WIND_EventCount,11,12.1612425
WIND_EventCount,12,17.809753
WIND_AvgMPH,1,7.3943024
WIND_AvgMPH,2,12.397276
WIND_AvgMPH,3,8.372767
WIND_AvgMPH,4,10.138788
WIND_AvgMPH,5,12.308458
WIND_AvgMPH,6,10.362363
WIND_AvgMPH,7,11.215457
WIND_AvgMPH,8,10.876585
WIND_AvgMPH,9,12.041817
WIND_AvgMPH,10,10.108394
WIND_AvgMPH,11,9.729419
WIND_AvgMPH,12,11.951085
WIND_RunMiles,1,11.396626
WIND_RunMiles,2,9.707811
WIND_RunMiles,3,14.404254
WIND_RunMiles,4,12.5983
WIND_RunMiles,5,9.3779745
WIND_RunMiles,6,13.886664
WIND_RunMiles,7,7.4208446
WIND_RunMiles,8,12.200806
WIND_RunMiles,9,11.435989
WIND_RunMiles,10,9.749184
WIND_RunMiles,11,10.773778
WIND_RunMiles,12,10.030424
AQI_PM25,1,12.090085
AQI_PM25,2,11.72858
AQI_PM25,3,6.072714
AQI_PM25,4,8.91636
AQI_PM25,5,13.033102
AQI_PM25,6,15.52974
AQI_PM25,7,12.591038
AQI_PM25,8,12.27907
AQI_PM25,9,14.052752
AQI_PM25,10,11.954545
AQI_PM25,11,12.326048
AQI_PM25,12,13.004195
AQI_PM10,1,8.24103
AQI_PM10,2,5.562408
AQI_PM10,3,7.6177063
AQI_PM10,4,7.7253156
AQI_PM10,5,11.917731
AQI_PM10,6,16.95498
AQI_PM10,7,14.193798
AQI_PM10,8,14.545262
AQI_PM10,9,19.689655
AQI_PM10,10,23.81318
AQI_PM10,11,26.816116
AQI_PM10,12,9.877225
EARTHQUAKE_Total,1,6.5820427
EARTHQUAKE_Total,2,9.0731325
EARTHQUAKE_Total,3,7.3204565
EARTHQUAKE_Total,4,9.295206
EARTHQUAKE_Total,5,4.6705914
EARTHQUAKE_Total,6,10.543775
EARTHQUAKE_Total,7,9.981188
EARTHQUAKE_Total,8,11.35282
EARTHQUAKE_Total,9,8.423651
EARTHQUAKE_Total,10,13.555476
EARTHQUAKE_Total,11,9.290645
EARTHQUAKE_Total,12,8.427244
PESTICIDE_Total,1,8.10984
PESTICIDE_Total,2,15.638568
PESTICIDE_Total,3,11.303881
PESTICIDE_Total,4,15.438979
PESTICIDE_Total,5,12.937112
PESTICIDE_Total,6,11.626701
PESTICIDE_Total,7,12.024973
PESTICIDE_Total,8,10.056554
PESTICIDE_Total,9,11.943908
PESTICIDE_Total,10,15.090052
PESTICIDE_Total,11,9.212181
PESTICIDE_Total,12,13.0727
POUNDS_PRODUCT_APPLIED,1,7.097512
POUNDS_PRODUCT_APPLIED,2,4.795549
POUNDS_PRODUCT_APPLIED,3,6.9299603
POUNDS_PRODUCT_APPLIED,4,11.491101
POUNDS_PRODUCT_APPLIED,5,11.346379
POUNDS_PRODUCT_APPLIED,6,8.83952
POUNDS_PRODUCT_APPLIED,7,7.6472206
POUNDS_PRODUCT_APPLIED,8,8.479006
POUNDS_PRODUCT_APPLIED,9,9.230322
POUNDS_PRODUCT_APPLIED,10,14.298549
POUNDS_PRODUCT_APPLIED,11,6.1432896
POUNDS_PRODUCT_APPLIED,12,9.990343
Avg_Monthly_DSCI,1,4.7868342
Avg_Monthly_DSCI,2,6.7549467
Avg_Monthly_DSCI,3,5.0239763
Avg_Monthly_DSCI,4,4.238272
Avg_Monthly_DSCI,5,4.05768
Avg_Monthly_DSCI,6,5.6539083
Avg_Monthly_DSCI,7,4.324838
Avg_Monthly_DSCI,8,4.181882
Avg_Monthly_DSCI,9,4.357815
Avg_Monthly_DSCI,10,5.4612293
Avg_Monthly_DSCI,11,4.374784
Avg_Monthly_DSCI,12,5.1479764
