ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2014	31-MAY-14	KERN	15M32S28E25	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	12	DIPHACINONE	.0012	1.2	A	G
NO	2014	19-APR-14	KERN	15M32S28E25	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	12	DIPHACINONE	.0012	1.2	A	G
NO	2014	01-MAR-14	KERN	15	BUILDINGS AND STRUCTURES (NON-AG OUTDOOR)	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005		U	
NO	2014	19-FEB-14	KERN	15M30S29E36	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	30	DIPHACINONE	.003	20	A	G
NO	2014	22-AUG-14	KERN	15M30S29E36	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	15	DIPHACINONE	.0015	20	A	G
NO	2014	27-AUG-14	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	100	DIPHACINONE	.01	40	A	G
NO	2014	12-MAY-14	KERN	15M27S24E13	GRAPES	P.C.Q. PELLETED RODENT BAIT	28.3688	DIPHACINONE	.00283688	8	A	G
NO	2014	11-NOV-14	KERN	15M25S24E24	GRAPES	P.C.Q. PELLETED RODENT BAIT	1.1905	DIPHACINONE	.00011905	.2	A	G
NO	2014	10-NOV-14	KERN	15M26S24E33	GRAPES	P.C.Q. PELLETED RODENT BAIT	38.6905	DIPHACINONE	.00386905	6.5	A	G
NO	2014	12-MAY-14	KERN	15M27S24E13	GRAPES	P.C.Q. PELLETED RODENT BAIT	28.3688	DIPHACINONE	.00283688	8	A	G
NO	2014	12-MAY-14	KERN	15M27S24E24	GRAPES	P.C.Q. PELLETED RODENT BAIT	28.3688	DIPHACINONE	.00283688	8	A	G
NO	2014	04-APR-14	KERN	15M32S32E35	GRAPES, WINE	CDFA RODENT BAIT BLOCK DIPHACINONE	50	DIPHACINONE	.0025	4.6	A	G
NO	2014	11-NOV-14	KERN	15M26S24E33	GRAPES, WINE	P.C.Q. PELLETED RODENT BAIT	10.119	DIPHACINONE	.0010119	1.7	A	G
NO	2014	27-JUN-14	KERN	15M32S32E35	GRAPES, WINE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	25	DIPHACINONE	.00125	4.6	A	G
NO	2014	15-JUL-14	KERN	15M32S32E35	GRAPES, WINE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	23	DIPHACINONE	.00115	4.6	A	G
NO	2014	01-APR-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	12	DIPHACINONE	.0012			
NO	2014	01-OCT-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	17	DIPHACINONE	.0017			
NO	2014	01-JUL-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	16	DIPHACINONE	.0016			
NO	2014	01-JUN-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	16	DIPHACINONE	.0016			
NO	2014	01-JAN-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.0938	DIPHACINONE	.00000938			
NO	2014	01-FEB-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	16	DIPHACINONE	.0016			
NO	2014	01-NOV-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	22	DIPHACINONE	.0022			
NO	2014	01-SEP-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	10	DIPHACINONE	.001			
NO	2014	01-AUG-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	125	DIPHACINONE	.0125			
NO	2014	01-MAY-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	13	DIPHACINONE	.0013			
NO	2014	01-SEP-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	100	DIPHACINONE	.01			
NO	2014	01-MAY-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	350	DIPHACINONE	.035			
NO	2014	01-JUL-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	115	DIPHACINONE	.0115			
NO	2014	01-AUG-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	10	DIPHACINONE	.001			
NO	2014	01-DEC-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	7.5	DIPHACINONE	.00075			
NO	2014	01-APR-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	15	DIPHACINONE	.0015			
NO	2014	01-MAR-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	8	DIPHACINONE	.0008			
NO	2014	01-NOV-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	26	DIPHACINONE	.0026			
NO	2014	01-MAR-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	20	DIPHACINONE	.002			
NO	2014	01-APR-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	10	DIPHACINONE	.001			
NO	2014	01-APR-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1.2	DIPHACINONE	.00012			
NO	2014	01-MAY-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.375	DIPHACINONE	.0000375			
NO	2014	01-AUG-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	22	DIPHACINONE	.0022			
NO	2014	01-JUL-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	52	DIPHACINONE	.0052			
NO	2014	01-MAR-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1.2	DIPHACINONE	.00012			
NO	2014	01-JUN-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	345	DIPHACINONE	.0345			
NO	2014	01-JUN-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	42	DIPHACINONE	.0042			
NO	2014	01-JAN-14	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	15	DIPHACINONE	.0015			
NO	2014	01-JAN-14	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	5.5	DIPHACINONE	.000275			
NO	2014	01-JUL-14	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	10	DIPHACINONE	.0005			
NO	2014	01-AUG-14	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	20	DIPHACINONE	.001			
NO	2014	01-OCT-14	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	5	DIPHACINONE	.00025			
NO	2014	01-JAN-14	KERN	15	LANDSCAPE MAINTENANCE	ZP RODENT OAT BAIT AG	15	ZINC PHOSPHIDE	.3			
NO	2014	01-MAR-14	KERN	15	LANDSCAPE MAINTENANCE	ZP RODENT OAT BAIT AG		ZINC PHOSPHIDE				
NO	2014	01-JAN-14	KERN	15	LANDSCAPE MAINTENANCE	ZP RODENT OAT BAIT AG		ZINC PHOSPHIDE				
NO	2014	02-AUG-14	KERN	15S11N23W02	LEMON	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	120	A	G
NO	2014	30-AUG-14	KERN	15S11N22W17	LEMON	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	53.76	DIPHACINONE	.005376	48	A	G
NO	2014	30-AUG-14	KERN	15S11N22W16	LEMON	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	89.6	DIPHACINONE	.00896	80	A	G
NO	2014	30-AUG-14	KERN	15S11N22W17	LEMON	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	179.2	DIPHACINONE	.01792	160	A	G
NO	2014	30-AUG-14	KERN	15S11N22W15	LEMON	RODENT BAIT PIVAL TREATED GRAIN  0.025	179.2	PINDONE	.0448	160	A	G
NO	2014	19-FEB-14	KERN	15M30S29E17	ORANGE (ALL OR UNSPEC)	P.C.Q. PELLETED RODENT BAIT	20	DIPHACINONE	.002	100	A	G
NO	2014	12-JUN-14	KERN	15M30S30E08	ORANGE (ALL OR UNSPEC)	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	293	A	G
NO	2014	27-AUG-14	KERN	15M30S29E17	ORANGE (ALL OR UNSPEC)	P.C.Q. PELLETED RODENT BAIT	10	DIPHACINONE	.001	100	A	G
NO	2014	22-AUG-14	KERN	15M30S29E17	ORANGE (ALL OR UNSPEC)	P.C.Q. PELLETED RODENT BAIT	20	DIPHACINONE	.002	100	A	G
NO	2014	07-MAY-14	KERN	15S11N22W01	ORANGE (ALL OR UNSPEC)	P.C.Q. PELLETED RODENT BAIT	40	DIPHACINONE	.004	210	A	G
NO	2014	12-JUN-14	KERN	15M30S30E09	ORANGE (ALL OR UNSPEC)	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	240	A	G
NO	2014	14-JUN-14	KERN	15M31S30E03	ORANGE (ALL OR UNSPEC)	P.C.Q. PELLETED RODENT BAIT	3	DIPHACINONE	.0003	160	A	G
NO	2014	14-JUN-14	KERN	15M30S30E34	ORANGE (ALL OR UNSPEC)	P.C.Q. PELLETED RODENT BAIT	2	DIPHACINONE	.0002	160	A	G
NO	2014	19-FEB-14	KERN	15M30S30E31	ORANGE (ALL OR UNSPEC)	P.C.Q. PELLETED RODENT BAIT	30	DIPHACINONE	.003	160	A	G
NO	2014	30-AUG-14	KERN	15S11N22W11	ORANGE (ALL OR UNSPEC)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	240	DIPHACINONE	.024	480	A	G
NO	2014	30-AUG-14	KERN	15S11N22W12	ORANGE (ALL OR UNSPEC)	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	60	DIPHACINONE	.006	120	A	G
NO	2014	01-NOV-14	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	2	BROMETHALIN	.0002			
NO	2014	01-DEC-14	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	1.9375	BROMETHALIN	.00019375			
NO	2014	01-OCT-14	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	3.0313	BROMETHALIN	.00030313			
NO	2014	01-SEP-14	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	2.5313	BROMETHALIN	.00025313			
NO	2014	01-AUG-14	KERN	15	PUBLIC HEALTH PEST CONTROL	JTEATON BROMETHALIN ALL-WEATHER BAIT BLOCKS RODENTICIDE	2.25	BROMETHALIN	.000225			
NO	2014	01-SEP-14	KERN	15	PUBLIC HEALTH PEST CONTROL	TOP GUN ALL WEATHER BAIT BLOCK RODENTICIDE	2.5313	BROMETHALIN	.00025313			
NO	2014	01-DEC-14	KERN	15	PUBLIC HEALTH PEST CONTROL	TOP GUN ALL WEATHER BAIT BLOCK RODENTICIDE	1.9375	BROMETHALIN	.00019375			
NO	2014	01-APR-14	KERN	15	REGULATORY PEST CONTROL	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005			
NO	2014	01-JUN-14	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	25	DIPHACINONE	.0025			
NO	2014	01-JUL-14	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005			
NO	2014	01-NOV-14	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	42	DIPHACINONE	.0042			
NO	2014	01-JUL-14	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT		DIPHACINONE				
NO	2014	01-FEB-14	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	20	DIPHACINONE	.002			
NO	2014	01-APR-14	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	5	DIPHACINONE	.0005			
NO	2014	01-SEP-14	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	100	DIPHACINONE	.01			
NO	2014	01-MAR-14	KERN	15	RIGHTS OF WAY	P.C.Q. PELLETED RODENT BAIT	12	DIPHACINONE	.0012			
NO	2014	01-MAR-14	KERN	15	RIGHTS OF WAY	RODENT BAIT CHLOROPHACINONE TREATED GRAIN  0.01	400	CHLOROPHACINONE	.04			
NO	2014	01-SEP-14	KERN	15	RIGHTS OF WAY	RODENT BAIT CHLOROPHACINONE TREATED GRAIN (0.01%)	500	CHLOROPHACINONE	.05			
NO	2014	01-JAN-14	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	27.5	DIPHACINONE	.001375			
NO	2014	01-OCT-14	KERN	15	RIGHTS OF WAY	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	200	DIPHACINONE	.01			
