ADJUVANT	YEAR	DATE	COUNTY_NAME	COMTRS	SITE_NAME	PRODUCT_NAME	POUNDS_PRODUCT_APPLIED	CHEMICAL_NAME	POUNDS_CHEMICAL_APPLIED	AMOUNT_TREATED	UNIT_TREATED	AERIAL_GROUND_INDICATOR
NO	2012	13-NOV-12	KERN	15M26S24E12	ALFALFA (FORAGE - FODDER) (ALFALFA HAY)	P.C.Q. PELLETED RODENT BAIT	1250.14	DIPHACINONE	.125014	58.2	A	G
NO	2012	13-MAR-12	KERN	15M26S23E32	ALMOND	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	75	A	G
NO	2012	03-MAR-12	KERN	15M26S23E32	ALMOND	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	75	A	G
NO	2012	13-MAR-12	KERN	15M26S23E32	ALMOND	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	75	A	G
NO	2012	31-MAR-12	KERN	15M26S23E32	ALMOND	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	75	A	G
NO	2012	07-MAY-12	KERN	15M28S22E01	ALMOND	RODENT BAIT CHLOROPHACINONE TREATED GRAIN (0.01%)	150	CHLOROPHACINONE	.015	75	A	G
NO	2012	07-MAY-12	KERN	15M27S22E36	ALMOND	RODENT BAIT CHLOROPHACINONE TREATED GRAIN (0.01%)	250	CHLOROPHACINONE	.025	125	A	G
NO	2012	31-MAY-12	KERN	15M27S24E03	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	50	DIPHACINONE	.0025	56	A	G
NO	2012	22-JUN-12	KERN	15M27S22E36	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	650	DIPHACINONE	.065	65	A	G
NO	2012	18-MAY-12	KERN	15M32S28E25	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	400	DIPHACINONE	.04	40	A	G
NO	2012	22-JUN-12	KERN	15M32S28E25	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	250	DIPHACINONE	.025	25	A	G
NO	2012	31-MAY-12	KERN	15M27S24E03	ALMOND	RODENT BAIT DIPHACINONE TREATED GRAIN (0.01%)	100	DIPHACINONE	.01	56	A	G
NO	2012	07-DEC-12	KERN	15M26S24E19	ALMOND	ZP RODENT BAIT AG	400	ZINC PHOSPHIDE	8	50	A	G
NO	2012	27-FEB-12	KERN	15M29S26E02	CARROTS, GENERAL	P.C.Q. PELLETED RODENT BAIT	100	DIPHACINONE	.01	95	A	O
NO	2012	07-APR-12	KERN	15M30S26E21	CARROTS, GENERAL	P.C.Q. PELLETED RODENT BAIT	250	DIPHACINONE	.025	120	A	O
NO	2012	14-JUL-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	17-MAY-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	100	DIPHACINONE	.01	40	A	G
NO	2012	25-SEP-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	14-SEP-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	14-JUL-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	08-OCT-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	18-JUN-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	100	DIPHACINONE	.01	40	A	G
NO	2012	03-AUG-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	19-SEP-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	03-AUG-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	08-OCT-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	25-SEP-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	19-JUN-12	KERN	15M30S29E36	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	30	DIPHACINONE	.003	20	A	G
NO	2012	14-SEP-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	18-SEP-12	KERN	15M25S27E28	GRAPEFRUIT	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005	40	A	G
NO	2012	01-MAR-12	KERN	15M31S29E05	GRAPES	KAPUT COMBO BAIT MINI BLOCKS FOR RODENTS AND FLEAS	16	IMIDACLOPRID	.0032	120	A	G
NO	2012	01-MAR-12	KERN	15M31S29E05	GRAPES	KAPUT COMBO BAIT MINI BLOCKS FOR RODENTS AND FLEAS	16	WARFARIN	.004	120	A	G
NO	2012	06-APR-12	KERN	15S11N18W18	GRAPES	ZP RODENT BAIT AG	934.2	ZINC PHOSPHIDE	18.684	155.7	A	G
NO	2012	12-APR-12	KERN	15S11N18W07	GRAPES	ZP RODENT BAIT AG	1495.2	ZINC PHOSPHIDE	29.904	249.2	A	G
NO	2012	01-AUG-12	KERN	15	LANDSCAPE MAINTENANCE	CONTRAC RODENTICIDE READY-TO-USE PLACE PAC	3.375	BROMADIOLONE	.00016875			
NO	2012	01-MAR-12	KERN	15	LANDSCAPE MAINTENANCE	HAWK RODENTICIDE	4.6875	BROMADIOLONE	.000234375			
NO	2012	01-MAR-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	4	DIPHACINONE	.0004			
NO	2012	01-APR-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.25	DIPHACINONE	.000025			
NO	2012	01-APR-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	72	DIPHACINONE	.0072			
NO	2012	01-JUL-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	40	DIPHACINONE	.004			
NO	2012	01-JUN-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	60	DIPHACINONE	.006			
NO	2012	01-NOV-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	25	DIPHACINONE	.0025			
NO	2012	01-MAR-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.0781	DIPHACINONE	.00000781			
NO	2012	01-MAY-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1	DIPHACINONE	.0001			
NO	2012	01-MAY-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.16	DIPHACINONE	.000016			
NO	2012	01-SEP-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	50	DIPHACINONE	.005			
NO	2012	01-AUG-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1	DIPHACINONE	.0001			
NO	2012	01-MAR-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1.25	DIPHACINONE	.000125			
NO	2012	01-JUN-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.5	DIPHACINONE	.00005			
NO	2012	01-DEC-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	7	DIPHACINONE	.0007			
NO	2012	01-OCT-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	32	DIPHACINONE	.0032			
NO	2012	01-MAR-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.375	DIPHACINONE	.0000375			
NO	2012	01-APR-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	500	DIPHACINONE	.05			
NO	2012	01-MAY-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	6.25	DIPHACINONE	.000625			
NO	2012	01-SEP-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	7.5	DIPHACINONE	.00075			
NO	2012	01-JUL-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.5	DIPHACINONE	.00005			
NO	2012	01-JAN-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	3.5	DIPHACINONE	.00035			
NO	2012	01-MAY-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.25	DIPHACINONE	.000025			
NO	2012	01-AUG-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.75	DIPHACINONE	.000075			
NO	2012	01-APR-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	2.25	DIPHACINONE	.000225			
NO	2012	01-JUL-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1	DIPHACINONE	.0001			
NO	2012	01-NOV-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	6.5	DIPHACINONE	.00065			
NO	2012	01-OCT-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1	DIPHACINONE	.0001			
NO	2012	01-JAN-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.25	DIPHACINONE	.000025			
NO	2012	01-FEB-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1	DIPHACINONE	.0001			
NO	2012	01-FEB-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1	DIPHACINONE	.0001			
NO	2012	01-SEP-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	3	DIPHACINONE	.0003			
NO	2012	01-APR-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	2.25	DIPHACINONE	.000225			
NO	2012	01-OCT-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	7.5	DIPHACINONE	.00075			
NO	2012	01-JUN-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	3	DIPHACINONE	.0003			
NO	2012	01-JUN-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1.0625	DIPHACINONE	.00010625			
NO	2012	01-FEB-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	.5	DIPHACINONE	.00005			
NO	2012	01-MAY-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	5	DIPHACINONE	.0005			
NO	2012	01-AUG-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	1.25	DIPHACINONE	.000125			
NO	2012	01-DEC-12	KERN	15	LANDSCAPE MAINTENANCE	P.C.Q. PELLETED RODENT BAIT	25	DIPHACINONE	.0025			
NO	2012	01-NOV-12	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	8	DIPHACINONE	.0004			
NO	2012	01-DEC-12	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	8	DIPHACINONE	.0004			
NO	2012	01-APR-12	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN  0.005	2	DIPHACINONE	.0001			
NO	2012	01-FEB-12	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	18	DIPHACINONE	.0009			
NO	2012	01-APR-12	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	1	DIPHACINONE	.00005			
NO	2012	01-MAY-12	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	9	DIPHACINONE	.00045			
NO	2012	01-JUN-12	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	19	DIPHACINONE	.00095			
NO	2012	01-JAN-12	KERN	15	LANDSCAPE MAINTENANCE	RODENT BAIT DIPHACINONE TREATED GRAIN (0.005%)	2	DIPHACINONE	.0001			
