Feature,Importance
FIRE_Acres_Burned,0.0782364
PRECIP,0.1987943
WIND_EventCount,0.0013360977
WIND_AvgMPH,0.03259778
WIND_RunMiles,-0.003379345
AQI_PM25,-0.017704189
AQI_PM10,0.19746345
EARTHQUAKE_Total,0.023064613
PESTICIDE_Total,0.06256777
POUNDS_PRODUCT_APPLIED,-0.018247962
