Feature,Importance,window_size
FIRE_Acres_Burned,0.0028550625,12
PRECIP,-0.005166769,7
WIND_EventCount,-0.005908251,3
WIND_AvgMPH,0.049999,7
WIND_RunMiles,0.008834839,1
AQI_PM25,-0.003287673,1
AQI_PM10,0.017067194,4
EARTHQUAKE_Total,0.0025411844,8
PESTICIDE_Total,0.002828002,1
POUNDS_PRODUCT_APPLIED,0.0032476187,4
Avg_Monthly_DSCI,0.014272451,12
