Feature,Importance
FIRE_Acres_Burned,0.056672037
PRECIP,0.11408192
WIND_EventCount,-0.09754473
WIND_AvgMPH,-0.004793942
WIND_RunMiles,0.031873167
AQI_PM25,-0.016796947
AQI_PM10,0.15826958
EARTHQUAKE_Total,0.008967519
PESTICIDE_Total,0.023882806
POUNDS_PRODUCT_APPLIED,0.0046972632
