feature,window_size,rmse
FIRE_Acres_Burned,1,3.0032308
FIRE_Acres_Burned,2,2.9044738
FIRE_Acres_Burned,3,2.6115012
FIRE_Acres_Burned,4,2.5397384
FIRE_Acres_Burned,5,2.3353615
FIRE_Acres_Burned,6,2.6990676
FIRE_Acres_Burned,7,2.1093779
FIRE_Acres_Burned,8,2.0412145
FIRE_Acres_Burned,9,1.8216195
FIRE_Acres_Burned,10,2.5884054
FIRE_Acres_Burned,11,2.6628795
FIRE_Acres_Burned,12,2.5464194
PRECIP,1,3.0807235
PRECIP,2,3.1521482
PRECIP,3,3.1254988
PRECIP,4,2.9220238
PRECIP,5,3.2305756
PRECIP,6,3.5549605
PRECIP,7,2.4233155
PRECIP,8,1.6672041
PRECIP,9,1.60102
PRECIP,10,1.2645714
PRECIP,11,1.5121292
PRECIP,12,0.9090236
WIND_EventCount,1,3.2286038
WIND_EventCount,2,3.2097213
WIND_EventCount,3,3.2101007
WIND_EventCount,4,2.7204812
WIND_EventCount,5,2.7798548
WIND_EventCount,6,2.5548496
WIND_EventCount,7,2.9048533
WIND_EventCount,8,3.5537176
WIND_EventCount,9,3.1787264
WIND_EventCount,10,3.206112
WIND_EventCount,11,2.9645627
WIND_EventCount,12,1.4549339
WIND_AvgMPH,1,3.035845
WIND_AvgMPH,2,3.0020382
WIND_AvgMPH,3,3.1474261
WIND_AvgMPH,4,3.0056334
WIND_AvgMPH,5,2.889284
WIND_AvgMPH,6,2.808896
WIND_AvgMPH,7,2.6694613
WIND_AvgMPH,8,2.4793196
WIND_AvgMPH,9,3.2273457
WIND_AvgMPH,10,2.7069607
WIND_AvgMPH,11,3.9505591
WIND_AvgMPH,12,2.6083987
WIND_RunMiles,1,3.1540492
WIND_RunMiles,2,3.0503826
WIND_RunMiles,3,2.9819255
WIND_RunMiles,4,2.8685079
WIND_RunMiles,5,2.6977656
WIND_RunMiles,6,2.9268765
WIND_RunMiles,7,2.419829
WIND_RunMiles,8,2.3477006
WIND_RunMiles,9,3.2991953
WIND_RunMiles,10,3.0058298
WIND_RunMiles,11,3.167438
WIND_RunMiles,12,1.5896269
AQI_PM25,1,3.0284252
AQI_PM25,2,3.0113654
AQI_PM25,3,2.9368725
AQI_PM25,4,2.9950902
AQI_PM25,5,3.2246478
AQI_PM25,6,2.8635623
AQI_PM25,7,2.6615715
AQI_PM25,8,3.0078826
AQI_PM25,9,2.7307248
AQI_PM25,10,2.8022728
AQI_PM25,11,2.2869616
AQI_PM25,12,3.4991143
AQI_PM10,1,3.082593
AQI_PM10,2,3.1485426
AQI_PM10,3,3.362871
AQI_PM10,4,2.7323081
AQI_PM10,5,3.3990922
AQI_PM10,6,2.7661674
AQI_PM10,7,2.6216516
AQI_PM10,8,2.2751882
AQI_PM10,9,2.473994
AQI_PM10,10,1.932791
AQI_PM10,11,1.2478313
AQI_PM10,12,2.259225
EARTHQUAKE_Total,1,3.1148744
EARTHQUAKE_Total,2,3.1252575
EARTHQUAKE_Total,3,3.0200758
EARTHQUAKE_Total,4,3.1367178
EARTHQUAKE_Total,5,3.0579388
EARTHQUAKE_Total,6,3.1507463
EARTHQUAKE_Total,7,3.115221
EARTHQUAKE_Total,8,3.0139594
EARTHQUAKE_Total,9,3.4960241
EARTHQUAKE_Total,10,3.0836182
EARTHQUAKE_Total,11,2.6011734
EARTHQUAKE_Total,12,2.4325256
PESTICIDE_Total,1,2.996962
PESTICIDE_Total,2,3.1102571
PESTICIDE_Total,3,3.2084491
PESTICIDE_Total,4,3.1309984
PESTICIDE_Total,5,2.999717
PESTICIDE_Total,6,3.7240555
PESTICIDE_Total,7,3.6829453
PESTICIDE_Total,8,3.8025827
PESTICIDE_Total,9,2.8092914
PESTICIDE_Total,10,3.1505246
PESTICIDE_Total,11,4.70162
PESTICIDE_Total,12,3.8800905
POUNDS_PRODUCT_APPLIED,1,3.0532022
POUNDS_PRODUCT_APPLIED,2,3.103474
POUNDS_PRODUCT_APPLIED,3,2.9288738
POUNDS_PRODUCT_APPLIED,4,3.3791769
POUNDS_PRODUCT_APPLIED,5,3.370866
POUNDS_PRODUCT_APPLIED,6,3.1786923
POUNDS_PRODUCT_APPLIED,7,3.6323502
POUNDS_PRODUCT_APPLIED,8,2.7939606
POUNDS_PRODUCT_APPLIED,9,2.8045084
POUNDS_PRODUCT_APPLIED,10,1.8671151
POUNDS_PRODUCT_APPLIED,11,4.218097
POUNDS_PRODUCT_APPLIED,12,3.0595264
