Feature,Importance,window_size
FIRE_Acres_Burned,-0.09668034,10
PRECIP,-0.035211265,10
WIND_EventCount,0.007508576,5
WIND_AvgMPH,0.025763094,7
WIND_RunMiles,0.0047314763,11
AQI_PM25,-0.013045192,6
AQI_PM10,-0.031271994,12
EARTHQUAKE_Total,-0.04592371,11
PESTICIDE_Total,0.030845582,9
POUNDS_PRODUCT_APPLIED,0.015594006,8
Avg_Monthly_DSCI,0.095204055,1
