Feature,Importance
FIRE_Acres_Burned,0.0
PRECIP,0.6188302
WIND_EventCount,-0.0028853416
WIND_AvgMPH,0.037103653
WIND_RunMiles,0.03861189
AQI_PM25,-0.0017161369
AQI_PM10,0.06971836
EARTHQUAKE_Total,0.00076293945
PESTICIDE_Total,-0.0032629967
