feature,window_size,rmse
FIRE_Acres_Burned,1,8.113632
FIRE_Acres_Burned,2,8.28505
FIRE_Acres_Burned,3,8.247636
FIRE_Acres_Burned,4,8.404131
FIRE_Acres_Burned,5,8.57397
FIRE_Acres_Burned,6,8.837653
FIRE_Acres_Burned,7,8.761035
FIRE_Acres_Burned,8,8.943475
FIRE_Acres_Burned,9,9.091474
FIRE_Acres_Burned,10,9.235932
FIRE_Acres_Burned,11,9.148863
FIRE_Acres_Burned,12,9.347379
PRECIP,1,8.437771
PRECIP,2,9.116845
PRECIP,3,9.362279
PRECIP,4,9.326309
PRECIP,5,9.444621
PRECIP,6,8.824329
PRECIP,7,8.401946
PRECIP,8,6.9111657
PRECIP,9,6.1130857
PRECIP,10,5.376892
PRECIP,11,4.9696727
PRECIP,12,4.9873786
WIND_EventCount,1,8.250067
WIND_EventCount,2,8.30053
WIND_EventCount,3,8.458808
WIND_EventCount,4,8.874017
WIND_EventCount,5,9.484353
WIND_EventCount,6,9.388656
WIND_EventCount,7,10.607208
WIND_EventCount,8,10.909976
WIND_EventCount,9,10.414808
WIND_EventCount,10,10.012845
WIND_EventCount,11,10.266751
WIND_EventCount,12,11.960609
WIND_AvgMPH,1,8.365887
WIND_AvgMPH,2,8.545993
WIND_AvgMPH,3,8.365072
WIND_AvgMPH,4,8.55384
WIND_AvgMPH,5,9.622342
WIND_AvgMPH,6,9.08244
WIND_AvgMPH,7,12.087062
WIND_AvgMPH,8,10.902658
WIND_AvgMPH,9,11.46797
WIND_AvgMPH,10,10.701906
WIND_AvgMPH,11,12.165415
WIND_AvgMPH,12,9.956846
WIND_RunMiles,1,8.455069
WIND_RunMiles,2,8.493458
WIND_RunMiles,3,8.335397
WIND_RunMiles,4,8.704965
WIND_RunMiles,5,8.611172
WIND_RunMiles,6,8.996316
WIND_RunMiles,7,9.132146
WIND_RunMiles,8,11.030115
WIND_RunMiles,9,14.311944
WIND_RunMiles,10,11.980465
WIND_RunMiles,11,10.4664755
WIND_RunMiles,12,10.195534
AQI_PM25,1,8.700962
AQI_PM25,2,8.937467
AQI_PM25,3,9.82284
AQI_PM25,4,10.543474
AQI_PM25,5,20.04718
AQI_PM25,6,21.350882
AQI_PM25,7,25.78625
AQI_PM25,8,15.6234455
AQI_PM25,9,19.13933
AQI_PM25,10,13.0688505
AQI_PM25,11,13.626194
AQI_PM25,12,17.260424
AQI_PM10,1,7.5300245
AQI_PM10,2,7.2278304
AQI_PM10,3,6.7607856
AQI_PM10,4,7.470746
AQI_PM10,5,9.365267
AQI_PM10,6,16.70093
AQI_PM10,7,18.682049
AQI_PM10,8,26.14965
AQI_PM10,9,30.99898
AQI_PM10,10,39.472843
AQI_PM10,11,54.805714
AQI_PM10,12,56.38225
EARTHQUAKE_Total,1,8.245496
EARTHQUAKE_Total,2,8.469099
EARTHQUAKE_Total,3,8.454397
EARTHQUAKE_Total,4,8.737103
EARTHQUAKE_Total,5,9.290648
EARTHQUAKE_Total,6,9.501955
EARTHQUAKE_Total,7,9.973543
EARTHQUAKE_Total,8,10.210418
EARTHQUAKE_Total,9,10.974009
EARTHQUAKE_Total,10,10.778677
EARTHQUAKE_Total,11,10.371951
EARTHQUAKE_Total,12,9.247445
PESTICIDE_Total,1,8.417287
PESTICIDE_Total,2,9.080965
PESTICIDE_Total,3,10.696281
PESTICIDE_Total,4,11.637184
PESTICIDE_Total,5,12.399712
PESTICIDE_Total,6,12.4936905
PESTICIDE_Total,7,14.652215
PESTICIDE_Total,8,15.516953
PESTICIDE_Total,9,17.95995
PESTICIDE_Total,10,18.465078
PESTICIDE_Total,11,17.475426
PESTICIDE_Total,12,16.79251
