Feature,Importance,window_size
FIRE_Acres_Burned,-4.7683716e-07,2
PRECIP,0.67227316,12
WIND_EventCount,0.030829906,1
WIND_AvgMPH,0.053106308,2
WIND_RunMiles,0.04701662,2
AQI_PM25,-0.043596268,1
AQI_PM10,-0.013658524,2
EARTHQUAKE_Total,0.02712965,1
PESTICIDE_Total,-0.08516121,1
POUNDS_PRODUCT_APPLIED,0.019919872,1
