Feature,Importance
FIRE_Acres_Burned,0.0
PRECIP,0.48325825
WIND_EventCount,-0.12422466
WIND_AvgMPH,0.17325163
WIND_RunMiles,0.07628727
AQI_PM25,-0.18594122
AQI_PM10,-0.102874756
EARTHQUAKE_Total,0.12707329
PESTICIDE_Total,0.6032014
POUNDS_PRODUCT_APPLIED,0.08040857
