Feature,Importance,window_size
FIRE_Acres_Burned,-0.00055909157,8
PRECIP,0.02612865,12
WIND_EventCount,0.002104044,6
WIND_AvgMPH,0.0038409233,10
WIND_RunMiles,-0.0043667555,1
AQI_PM25,-0.013470709,1
AQI_PM10,-2.8252602e-05,9
EARTHQUAKE_Total,8.21352e-05,1
PESTICIDE_Total,0.009337902,6
RODENTICIDE_Total,0.0096024275,1
Avg_Monthly_DSCI,0.0943805,11
