Feature,Importance,window_size
FIRE_Acres_Burned,-0.031409502,2
PRECIP,-0.0003221035,1
WIND_EventCount,-0.014120579,3
WIND_AvgMPH,-0.041347027,11
WIND_RunMiles,-0.1868918,6
AQI_PM25,-0.16291213,3
AQI_PM10,-0.32632422,3
EARTHQUAKE_Total,-0.0026407242,2
PESTICIDE_Total,0.0016274452,1
RODENTICIDE_Total,-0.068793535,2
Avg_Monthly_DSCI,0.037900925,12
