Feature,Importance,window_size
FIRE_Acres_Burned,0.014850616,9
PRECIP,0.023671865,12
WIND_EventCount,-0.011593103,11
WIND_AvgMPH,0.018112898,11
WIND_RunMiles,0.055341482,10
AQI_PM25,0.00058341026,9
AQI_PM10,0.0041763783,11
EARTHQUAKE_Total,-0.009966612,12
PESTICIDE_Total,-0.031649828,12
RODENTICIDE_Total,-0.007430315,11
Avg_Monthly_DSCI,-0.2774707,10
