feature,window_size,rmse
FIRE_Acres_Burned,1,2.995867
FIRE_Acres_Burned,2,2.9365854
FIRE_Acres_Burned,3,2.599086
FIRE_Acres_Burned,4,2.3346364
FIRE_Acres_Burned,5,1.8851837
FIRE_Acres_Burned,6,2.0921068
FIRE_Acres_Burned,7,1.5432252
FIRE_Acres_Burned,8,1.9006594
FIRE_Acres_Burned,9,1.2503095
FIRE_Acres_Burned,10,2.0035944
FIRE_Acres_Burned,11,1.6402949
FIRE_Acres_Burned,12,2.8344073
PRECIP,1,3.0914292
PRECIP,2,3.190093
PRECIP,3,3.0843284
PRECIP,4,3.0209665
PRECIP,5,2.9993515
PRECIP,6,2.4889207
PRECIP,7,2.43194
PRECIP,8,2.3594859
PRECIP,9,1.5628812
PRECIP,10,1.424774
PRECIP,11,1.089105
PRECIP,12,0.8456429
WIND_EventCount,1,3.163032
WIND_EventCount,2,3.183997
WIND_EventCount,3,3.1291468
WIND_EventCount,4,3.1009657
WIND_EventCount,5,3.0856097
WIND_EventCount,6,3.1704895
WIND_EventCount,7,2.9815943
WIND_EventCount,8,2.9853485
WIND_EventCount,9,3.287246
WIND_EventCount,10,2.9956713
WIND_EventCount,11,2.9294462
WIND_EventCount,12,2.9763849
WIND_AvgMPH,1,3.0770483
WIND_AvgMPH,2,3.060545
WIND_AvgMPH,3,3.0255861
WIND_AvgMPH,4,2.9064782
WIND_AvgMPH,5,2.8428602
WIND_AvgMPH,6,2.852353
WIND_AvgMPH,7,2.7456708
WIND_AvgMPH,8,3.0988297
WIND_AvgMPH,9,2.6427314
WIND_AvgMPH,10,2.7487803
WIND_AvgMPH,11,2.618012
WIND_AvgMPH,12,2.7607462
WIND_RunMiles,1,3.0691686
WIND_RunMiles,2,3.0947747
WIND_RunMiles,3,3.0405238
WIND_RunMiles,4,2.896787
WIND_RunMiles,5,2.8497872
WIND_RunMiles,6,2.8556929
WIND_RunMiles,7,2.8073328
WIND_RunMiles,8,2.7787771
WIND_RunMiles,9,2.7896981
WIND_RunMiles,10,2.7426586
WIND_RunMiles,11,2.8687017
WIND_RunMiles,12,2.9977555
AQI_PM25,1,3.0517797
AQI_PM25,2,3.0676596
AQI_PM25,3,3.0224307
AQI_PM25,4,2.9853337
AQI_PM25,5,2.9669874
AQI_PM25,6,3.0264428
AQI_PM25,7,2.9237847
AQI_PM25,8,2.907078
AQI_PM25,9,1.9244738
AQI_PM25,10,2.7928593
AQI_PM25,11,3.129078
AQI_PM25,12,3.6133666
AQI_PM10,1,3.0769596
AQI_PM10,2,3.0983026
AQI_PM10,3,3.0149405
AQI_PM10,4,2.8949287
AQI_PM10,5,2.8443265
AQI_PM10,6,3.2235582
AQI_PM10,7,2.6028826
AQI_PM10,8,2.3210251
AQI_PM10,9,2.1800559
AQI_PM10,10,1.758993
AQI_PM10,11,1.2884825
AQI_PM10,12,1.4304188
EARTHQUAKE_Total,1,3.1185455
EARTHQUAKE_Total,2,3.1553948
EARTHQUAKE_Total,3,3.0517242
EARTHQUAKE_Total,4,3.0960424
EARTHQUAKE_Total,5,3.135779
EARTHQUAKE_Total,6,3.2394342
EARTHQUAKE_Total,7,3.14148
EARTHQUAKE_Total,8,3.1764798
EARTHQUAKE_Total,9,3.0948846
EARTHQUAKE_Total,10,2.9561195
EARTHQUAKE_Total,11,2.7335963
EARTHQUAKE_Total,12,2.0819373
PESTICIDE_Total,1,3.0561895
PESTICIDE_Total,2,3.0674148
PESTICIDE_Total,3,2.9786756
PESTICIDE_Total,4,2.957452
PESTICIDE_Total,5,2.9335485
PESTICIDE_Total,6,3.1980817
PESTICIDE_Total,7,3.0967023
PESTICIDE_Total,8,2.633529
PESTICIDE_Total,9,2.7595253
PESTICIDE_Total,10,2.7639084
PESTICIDE_Total,11,2.714653
PESTICIDE_Total,12,2.6109443
RODENTICIDE_Total,1,3.067893
RODENTICIDE_Total,2,3.1151302
RODENTICIDE_Total,3,2.9951916
RODENTICIDE_Total,4,2.9831145
RODENTICIDE_Total,5,2.9813766
RODENTICIDE_Total,6,3.0095716
RODENTICIDE_Total,7,2.9091108
RODENTICIDE_Total,8,2.8683326
RODENTICIDE_Total,9,2.8191316
RODENTICIDE_Total,10,2.8457918
RODENTICIDE_Total,11,2.7425752
RODENTICIDE_Total,12,2.758241
Avg_Monthly_DSCI,1,1.7241203
Avg_Monthly_DSCI,2,1.88504
Avg_Monthly_DSCI,3,1.082889
Avg_Monthly_DSCI,4,1.1214943
Avg_Monthly_DSCI,5,1.0792029
Avg_Monthly_DSCI,6,1.0151387
Avg_Monthly_DSCI,7,1.1385267
Avg_Monthly_DSCI,8,1.2556524
Avg_Monthly_DSCI,9,1.0119785
Avg_Monthly_DSCI,10,0.9922119
Avg_Monthly_DSCI,11,1.2239825
Avg_Monthly_DSCI,12,2.121356
