Feature,Importance,window_size
FIRE_Acres_Burned,0.0017162561,9
PRECIP,0.11371493,11
WIND_EventCount,0.00035107136,12
WIND_AvgMPH,-0.024383247,9
WIND_RunMiles,0.01151365,7
AQI_PM25,0.11051357,7
AQI_PM10,0.17668283,11
EARTHQUAKE_Total,0.0018293858,11
PESTICIDE_Total,0.01044029,11
RODENTICIDE_Total,0.054412007,7
Avg_Monthly_DSCI,0.03227848,1
