Feature,Importance,window_size
FIRE_Acres_Burned,0.0019111633,9
PRECIP,-0.0005335808,1
WIND_EventCount,0.003762126,10
WIND_AvgMPH,-0.057307243,8
WIND_RunMiles,0.00834012,1
AQI_PM25,-0.01414299,1
AQI_PM10,-0.012203217,1
EARTHQUAKE_Total,0.00017631054,1
PESTICIDE_Total,-0.005147457,1
RODENTICIDE_Total,-0.0009211302,1
Avg_Monthly_DSCI,0.015701413,11
