Feature,Importance,window_size
FIRE_Acres_Burned,0.12402749,7
PRECIP,-0.00056529045,12
WIND_EventCount,-0.01544857,12
WIND_AvgMPH,0.09281397,10
WIND_RunMiles,-0.008804321,4
AQI_PM25,0.031306744,9
AQI_PM10,0.013317347,11
EARTHQUAKE_Total,-0.001802206,11
PESTICIDE_Total,-0.022942781,11
RODENTICIDE_Total,-0.04124427,10
Avg_Monthly_DSCI,-0.36885345,9
