Feature,Importance,window_size
FIRE_Acres_Burned,-0.0028669834,5
PRECIP,0.011212707,10
WIND_EventCount,-0.002457738,6
WIND_AvgMPH,0.011888623,11
WIND_RunMiles,-0.04823959,4
AQI_PM25,0.012892246,4
AQI_PM10,-0.019621968,2
EARTHQUAKE_Total,0.002583623,1
PESTICIDE_Total,0.0019898415,11
RODENTICIDE_Total,0.012923598,1
Avg_Monthly_DSCI,-0.4150561,7
