feature,window_size,rmse
FIRE_Acres_Burned,1,2.9919906
FIRE_Acres_Burned,2,2.9399283
FIRE_Acres_Burned,3,2.659802
FIRE_Acres_Burned,4,2.1034975
FIRE_Acres_Burned,5,2.6240547
FIRE_Acres_Burned,6,2.390704
FIRE_Acres_Burned,7,2.143571
FIRE_Acres_Burned,8,1.7790982
FIRE_Acres_Burned,9,1.9069881
FIRE_Acres_Burned,10,2.6704202
FIRE_Acres_Burned,11,3.892491
FIRE_Acres_Burned,12,3.3743446
PRECIP,1,3.0748723
PRECIP,2,3.2070208
PRECIP,3,3.1015341
PRECIP,4,2.9149356
PRECIP,5,3.157236
PRECIP,6,3.7095537
PRECIP,7,3.6359785
PRECIP,8,3.7125003
PRECIP,9,1.5370342
PRECIP,10,1.56309
PRECIP,11,0.7804945
PRECIP,12,1.8400003
WIND_EventCount,1,3.1311238
WIND_EventCount,2,3.210179
WIND_EventCount,3,3.085883
WIND_EventCount,4,2.9995031
WIND_EventCount,5,2.857446
WIND_EventCount,6,2.6206322
WIND_EventCount,7,3.4001062
WIND_EventCount,8,3.3044477
WIND_EventCount,9,2.8115203
WIND_EventCount,10,2.7842956
WIND_EventCount,11,2.523076
WIND_EventCount,12,2.4958532
WIND_AvgMPH,1,3.074117
WIND_AvgMPH,2,3.1555023
WIND_AvgMPH,3,2.9850514
WIND_AvgMPH,4,2.7996
WIND_AvgMPH,5,2.7171073
WIND_AvgMPH,6,2.791356
WIND_AvgMPH,7,2.6758938
WIND_AvgMPH,8,2.4528146
WIND_AvgMPH,9,2.5131392
WIND_AvgMPH,10,2.1433725
WIND_AvgMPH,11,2.5447998
WIND_AvgMPH,12,3.0730722
WIND_RunMiles,1,3.1185675
WIND_RunMiles,2,2.9816263
WIND_RunMiles,3,3.1048698
WIND_RunMiles,4,2.7948623
WIND_RunMiles,5,2.5922658
WIND_RunMiles,6,3.0326
WIND_RunMiles,7,2.689931
WIND_RunMiles,8,2.455716
WIND_RunMiles,9,3.0453296
WIND_RunMiles,10,2.7957883
WIND_RunMiles,11,2.793
WIND_RunMiles,12,2.3647983
AQI_PM25,1,3.0367646
AQI_PM25,2,3.08149
AQI_PM25,3,2.9914334
AQI_PM25,4,2.9581702
AQI_PM25,5,3.0088177
AQI_PM25,6,3.1251287
AQI_PM25,7,3.3810792
AQI_PM25,8,2.639813
AQI_PM25,9,2.2876713
AQI_PM25,10,3.5353007
AQI_PM25,11,3.0615823
AQI_PM25,12,3.0964072
AQI_PM10,1,3.0776608
AQI_PM10,2,3.095927
AQI_PM10,3,3.096587
AQI_PM10,4,2.906345
AQI_PM10,5,3.3768349
AQI_PM10,6,3.6797342
AQI_PM10,7,2.4448779
AQI_PM10,8,2.950355
AQI_PM10,9,2.242548
AQI_PM10,10,2.2084453
AQI_PM10,11,1.81002
AQI_PM10,12,4.385012
EARTHQUAKE_Total,1,3.1165583
EARTHQUAKE_Total,2,3.1116436
EARTHQUAKE_Total,3,3.1426806
EARTHQUAKE_Total,4,3.0241675
EARTHQUAKE_Total,5,3.2309809
EARTHQUAKE_Total,6,3.1296184
EARTHQUAKE_Total,7,3.06025
EARTHQUAKE_Total,8,3.0583696
EARTHQUAKE_Total,9,3.6880083
EARTHQUAKE_Total,10,3.0020964
EARTHQUAKE_Total,11,2.7469728
EARTHQUAKE_Total,12,3.1304119
PESTICIDE_Total,1,3.0269945
PESTICIDE_Total,2,3.1032844
PESTICIDE_Total,3,3.1844633
PESTICIDE_Total,4,3.2765534
PESTICIDE_Total,5,2.9332242
PESTICIDE_Total,6,3.360048
PESTICIDE_Total,7,3.0787823
PESTICIDE_Total,8,2.5994322
PESTICIDE_Total,9,3.6895447
PESTICIDE_Total,10,5.4093018
PESTICIDE_Total,11,4.8904185
PESTICIDE_Total,12,4.304468
POUNDS_PRODUCT_APPLIED,1,3.0636275
POUNDS_PRODUCT_APPLIED,2,2.975709
POUNDS_PRODUCT_APPLIED,3,2.8589585
POUNDS_PRODUCT_APPLIED,4,3.1479497
POUNDS_PRODUCT_APPLIED,5,3.8781593
POUNDS_PRODUCT_APPLIED,6,2.9705486
POUNDS_PRODUCT_APPLIED,7,3.3648908
POUNDS_PRODUCT_APPLIED,8,2.404192
POUNDS_PRODUCT_APPLIED,9,2.625098
POUNDS_PRODUCT_APPLIED,10,3.7477674
POUNDS_PRODUCT_APPLIED,11,2.5977802
POUNDS_PRODUCT_APPLIED,12,2.7118394
