Feature,Importance,window_size
FIRE_Acres_Burned,0.10588455,9
PRECIP,0.099337816,10
WIND_EventCount,-0.003468752,11
WIND_AvgMPH,0.23462653,8
WIND_RunMiles,0.4047228,8
AQI_PM25,0.004798889,11
AQI_PM10,0.083082795,11
EARTHQUAKE_Total,0.0060293674,11
PESTICIDE_Total,-0.032117486,11
RODENTICIDE_Total,-0.00450027,11
Avg_Monthly_DSCI,0.5908356,1
