Feature,Importance
FIRE_Acres_Burned,0.0356735
PRECIP,0.061840594
WIND_EventCount,-0.002675414
WIND_AvgMPH,0.00774765
WIND_RunMiles,0.007679403
AQI_PM25,-0.04224342
AQI_PM10,0.13846636
EARTHQUAKE_Total,0.07613778
PESTICIDE_Total,0.12506884
POUNDS_PRODUCT_APPLIED,0.0010194182
