Feature,Importance,window_size
FIRE_Acres_Burned,-0.01568222,12
PRECIP,0.20049214,11
WIND_EventCount,0.00052142143,9
WIND_AvgMPH,0.00016534328,1
WIND_RunMiles,0.03878784,12
AQI_PM25,-0.001248002,12
AQI_PM10,0.065941095,11
EARTHQUAKE_Total,0.0026887655,7
PESTICIDE_Total,0.023141265,11
POUNDS_PRODUCT_APPLIED,0.01614821,10
