Feature,Importance,window_size
FIRE_Acres_Burned,0.060909986,12
PRECIP,0.048624277,11
WIND_EventCount,0.00010806322,5
WIND_AvgMPH,0.012727261,6
WIND_RunMiles,0.010817647,4
AQI_PM25,0.002659142,7
AQI_PM10,0.0012202263,5
EARTHQUAKE_Total,0.00039339066,1
PESTICIDE_Total,0.038428187,6
RODENTICIDE_Total,0.00066292286,1
Avg_Monthly_DSCI,6.097989,9
