epoch,train_loss,test_loss
1,0.354597806930542,0.0754418894648552
2,0.3292732238769531,0.08316678553819656
3,0.30574750900268555,0.09871356189250946
4,0.28542912006378174,0.1195516362786293
5,0.26680833101272583,0.144197478890419
6,0.25300130248069763,0.1716316193342209
7,0.240986168384552,0.20031090080738068
8,0.23458409309387207,0.2275424748659134
9,0.23484636843204498,0.24731220304965973
10,0.24255940318107605,0.25486573576927185
11,0.24339640140533447,0.25173985958099365
12,0.24325600266456604,0.24145843088626862
13,0.23974178731441498,0.22732295095920563
14,0.2341221272945404,0.21200744807720184
15,0.23009330034255981,0.19711188971996307
16,0.22776946425437927,0.18362145125865936
17,0.2267804890871048,0.1720081865787506
18,0.22603926062583923,0.16244052350521088
19,0.22468024492263794,0.15490694344043732
20,0.22721590101718903,0.14926308393478394
21,0.2281564176082611,0.14525938034057617
22,0.2277601957321167,0.14274829626083374
23,0.22514086961746216,0.14144758880138397
24,0.22394755482673645,0.1411316692829132
25,0.22012439370155334,0.1415008306503296
26,0.21809780597686768,0.14226843416690826
27,0.2155909240245819,0.14300164580345154
28,0.21480914950370789,0.14312489330768585
29,0.21212151646614075,0.14229869842529297
30,0.21341228485107422,0.13983306288719177
31,0.20984382927417755,0.13536503911018372
32,0.21106542646884918,0.1291607916355133
33,0.20788761973381042,0.12193559110164642
34,0.20417648553848267,0.11490838974714279
35,0.20181311666965485,0.1093093752861023
36,0.20047663152217865,0.10635340958833694
37,0.19390594959259033,0.10675324499607086
38,0.19413544237613678,0.11033064126968384
39,0.1900453418493271,0.116275355219841
40,0.19046053290367126,0.12379112839698792
41,0.1841808557510376,0.1326112002134323
42,0.18079684674739838,0.14297078549861908
43,0.18233200907707214,0.15543076395988464
44,0.18026718497276306,0.17008905112743378
45,0.1766316145658493,0.18555240333080292
46,0.17500843107700348,0.1985718160867691
47,0.17443357408046722,0.20727531611919403
48,0.17306455969810486,0.212046816945076
49,0.17235927283763885,0.21464118361473083
50,0.17445822060108185,0.21700654923915863
51,0.16960278153419495,0.21695265173912048
52,0.17281648516654968,0.21412356197834015
53,0.16857407987117767,0.20788338780403137
54,0.16803766787052155,0.20003856718540192
55,0.16514617204666138,0.1927698254585266
56,0.162105992436409,0.18737615644931793
57,0.16118305921554565,0.18336692452430725
58,0.15765509009361267,0.18042725324630737
59,0.16015850007534027,0.17723189294338226
60,0.15880677103996277,0.17468272149562836
61,0.15825462341308594,0.17304250597953796
62,0.15864169597625732,0.1738244742155075
63,0.15874412655830383,0.17767885327339172
64,0.15614652633666992,0.18191015720367432
65,0.15562328696250916,0.1850338578224182
