Feature,Importance,window_size
FIRE_Acres_Burned,0.004160285,10
PRECIP,0.014028668,12
WIND_EventCount,-0.014089346,6
WIND_AvgMPH,0.00478971,11
WIND_RunMiles,0.08438492,5
AQI_PM25,-0.0061525106,4
AQI_PM10,0.11727619,4
EARTHQUAKE_Total,-0.0046856403,4
PESTICIDE_Total,-0.009103537,10
RODENTICIDE_Total,0.0024216175,4
Avg_Monthly_DSCI,0.14606667,11
