feature,window_size,rmse
FIRE_Acres_Burned,1,7.775509
FIRE_Acres_Burned,2,7.886656
FIRE_Acres_Burned,3,7.925302
FIRE_Acres_Burned,4,8.442615
FIRE_Acres_Burned,5,8.523707
FIRE_Acres_Burned,6,8.868598
FIRE_Acres_Burned,7,9.239848
FIRE_Acres_Burned,8,9.335769
FIRE_Acres_Burned,9,9.240397
FIRE_Acres_Burned,10,9.586586
FIRE_Acres_Burned,11,9.923885
FIRE_Acres_Burned,12,10.101735
PRECIP,1,8.099866
PRECIP,2,8.475027
PRECIP,3,8.422605
PRECIP,4,9.21709
PRECIP,5,9.342452
PRECIP,6,6.4714937
PRECIP,7,7.1067924
PRECIP,8,7.3570886
PRECIP,9,8.065566
PRECIP,10,6.001522
PRECIP,11,8.85148
PRECIP,12,7.503343
WIND_EventCount,1,7.689928
WIND_EventCount,2,7.7274632
WIND_EventCount,3,7.8283916
WIND_EventCount,4,9.238758
WIND_EventCount,5,9.547034
WIND_EventCount,6,9.798954
WIND_EventCount,7,9.810362
WIND_EventCount,8,10.9433365
WIND_EventCount,9,10.075078
WIND_EventCount,10,9.714251
WIND_EventCount,11,9.46054
WIND_EventCount,12,10.553221
WIND_AvgMPH,1,8.0269785
WIND_AvgMPH,2,7.799178
WIND_AvgMPH,3,10.791697
WIND_AvgMPH,4,9.989807
WIND_AvgMPH,5,9.690271
WIND_AvgMPH,6,13.870853
WIND_AvgMPH,7,14.461491
WIND_AvgMPH,8,13.937331
WIND_AvgMPH,9,15.650965
WIND_AvgMPH,10,10.575702
WIND_AvgMPH,11,9.544622
WIND_AvgMPH,12,10.360615
WIND_RunMiles,1,7.972673
WIND_RunMiles,2,7.8838053
WIND_RunMiles,3,9.502004
WIND_RunMiles,4,11.155366
WIND_RunMiles,5,13.257667
WIND_RunMiles,6,14.653306
WIND_RunMiles,7,12.181826
WIND_RunMiles,8,13.438195
WIND_RunMiles,9,16.594997
WIND_RunMiles,10,14.906499
WIND_RunMiles,11,13.093929
WIND_RunMiles,12,12.135041
AQI_PM25,1,8.147638
AQI_PM25,2,8.353139
AQI_PM25,3,10.0391865
AQI_PM25,4,13.566607
AQI_PM25,5,19.902946
AQI_PM25,6,12.9521675
AQI_PM25,7,19.038385
AQI_PM25,8,13.796806
AQI_PM25,9,14.611949
AQI_PM25,10,18.937593
AQI_PM25,11,14.856955
AQI_PM25,12,13.916008
AQI_PM10,1,6.7073345
AQI_PM10,2,7.1188197
AQI_PM10,3,9.122529
AQI_PM10,4,8.653047
AQI_PM10,5,18.255198
AQI_PM10,6,15.088245
AQI_PM10,7,14.597225
AQI_PM10,8,13.571385
AQI_PM10,9,12.5924635
AQI_PM10,10,28.058886
AQI_PM10,11,27.163162
AQI_PM10,12,24.084461
EARTHQUAKE_Total,1,7.8833117
EARTHQUAKE_Total,2,8.054868
EARTHQUAKE_Total,3,8.39677
EARTHQUAKE_Total,4,9.14719
EARTHQUAKE_Total,5,10.821554
EARTHQUAKE_Total,6,10.543387
EARTHQUAKE_Total,7,13.7131605
EARTHQUAKE_Total,8,13.162768
EARTHQUAKE_Total,9,13.7882595
EARTHQUAKE_Total,10,13.025152
EARTHQUAKE_Total,11,12.896145
EARTHQUAKE_Total,12,12.2772
PESTICIDE_Total,1,7.8879056
PESTICIDE_Total,2,9.141676
PESTICIDE_Total,3,11.627173
PESTICIDE_Total,4,13.083743
PESTICIDE_Total,5,14.615775
PESTICIDE_Total,6,12.756182
PESTICIDE_Total,7,14.006698
PESTICIDE_Total,8,20.153896
PESTICIDE_Total,9,26.621693
PESTICIDE_Total,10,26.776846
PESTICIDE_Total,11,19.065657
PESTICIDE_Total,12,19.784681
