Feature,Importance,window_size
FIRE_Acres_Burned,0.0,1
PRECIP,0.36519098,11
WIND_EventCount,0.008273125,1
WIND_AvgMPH,0.1253581,2
WIND_RunMiles,0.1389432,2
AQI_PM25,-0.02581501,1
AQI_PM10,0.11592579,2
EARTHQUAKE_Total,-0.0011253357,1
PESTICIDE_Total,0.0036273003,1
POUNDS_PRODUCT_APPLIED,0.07700682,7
Avg_Monthly_DSCI,-0.055314064,2
