Feature,Importance,window_size
FIRE_Acres_Burned,0.007671654,11
PRECIP,0.141895,11
WIND_EventCount,0.045888543,9
WIND_AvgMPH,-0.031862915,11
WIND_RunMiles,-0.0644207,12
AQI_PM25,-0.0040163994,11
AQI_PM10,0.08726913,11
EARTHQUAKE_Total,0.013480186,12
PESTICIDE_Total,-0.06757724,12
POUNDS_PRODUCT_APPLIED,0.011886716,7
Avg_Monthly_DSCI,-0.005820751,1
