Feature,Importance,window_size
FIRE_Acres_Burned,0.0,1
PRECIP,0.3675375,11
WIND_EventCount,-0.25605774,1
WIND_AvgMPH,0.43005466,2
WIND_RunMiles,0.4164467,2
AQI_PM25,0.06587696,3
AQI_PM10,0.03322363,1
EARTHQUAKE_Total,-0.17428112,1
PESTICIDE_Total,0.37743998,1
POUNDS_PRODUCT_APPLIED,-0.032396793,1
