feature,window_size,rmse
FIRE_Acres_Burned,1,7.2909884
FIRE_Acres_Burned,2,7.386931
FIRE_Acres_Burned,3,7.625058
FIRE_Acres_Burned,4,7.684739
FIRE_Acres_Burned,5,7.903264
FIRE_Acres_Burned,6,7.958597
FIRE_Acres_Burned,7,8.098532
FIRE_Acres_Burned,8,8.288397
FIRE_Acres_Burned,9,8.441379
FIRE_Acres_Burned,10,8.561875
FIRE_Acres_Burned,11,8.506368
FIRE_Acres_Burned,12,8.717605
PRECIP,1,7.63794
PRECIP,2,8.09393
PRECIP,3,9.199316
PRECIP,4,7.777267
PRECIP,5,7.20616
PRECIP,6,6.7018056
PRECIP,7,5.6816897
PRECIP,8,5.7454824
PRECIP,9,6.784653
PRECIP,10,6.1739964
PRECIP,11,5.458199
PRECIP,12,6.572834
WIND_EventCount,1,7.8376775
WIND_EventCount,2,8.053343
WIND_EventCount,3,8.860476
WIND_EventCount,4,9.909855
WIND_EventCount,5,10.558853
WIND_EventCount,6,11.188622
WIND_EventCount,7,11.878952
WIND_EventCount,8,11.527174
WIND_EventCount,9,11.879327
WIND_EventCount,10,11.491076
WIND_EventCount,11,12.307828
WIND_EventCount,12,17.021921
WIND_AvgMPH,1,9.7212715
WIND_AvgMPH,2,9.295576
WIND_AvgMPH,3,13.57867
WIND_AvgMPH,4,13.382532
WIND_AvgMPH,5,14.952273
WIND_AvgMPH,6,12.788391
WIND_AvgMPH,7,17.225702
WIND_AvgMPH,8,14.056369
WIND_AvgMPH,9,13.742145
WIND_AvgMPH,10,12.429863
WIND_AvgMPH,11,11.308015
WIND_AvgMPH,12,12.605735
WIND_RunMiles,1,9.740082
WIND_RunMiles,2,8.93424
WIND_RunMiles,3,14.709556
WIND_RunMiles,4,14.571152
WIND_RunMiles,5,10.993191
WIND_RunMiles,6,13.663644
WIND_RunMiles,7,15.117644
WIND_RunMiles,8,15.01636
WIND_RunMiles,9,9.90049
WIND_RunMiles,10,10.934013
WIND_RunMiles,11,12.099533
WIND_RunMiles,12,12.618812
AQI_PM25,1,7.413453
AQI_PM25,2,8.621878
AQI_PM25,3,7.2644978
AQI_PM25,4,11.583348
AQI_PM25,5,19.75674
AQI_PM25,6,11.117375
AQI_PM25,7,17.937752
AQI_PM25,8,14.457651
AQI_PM25,9,14.234805
AQI_PM25,10,17.529816
AQI_PM25,11,9.634951
AQI_PM25,12,11.7921915
AQI_PM10,1,5.2649045
AQI_PM10,2,5.4462037
AQI_PM10,3,11.824112
AQI_PM10,4,7.566719
AQI_PM10,5,10.339415
AQI_PM10,6,14.493712
AQI_PM10,7,12.443601
AQI_PM10,8,11.885327
AQI_PM10,9,20.764353
AQI_PM10,10,35.002857
AQI_PM10,11,30.869392
AQI_PM10,12,22.36536
EARTHQUAKE_Total,1,7.5033264
EARTHQUAKE_Total,2,7.583938
EARTHQUAKE_Total,3,7.8384557
EARTHQUAKE_Total,4,8.57781
EARTHQUAKE_Total,5,8.698775
EARTHQUAKE_Total,6,9.149024
EARTHQUAKE_Total,7,9.377275
EARTHQUAKE_Total,8,11.572198
EARTHQUAKE_Total,9,9.926872
EARTHQUAKE_Total,10,9.544711
EARTHQUAKE_Total,11,9.142252
EARTHQUAKE_Total,12,9.1089735
PESTICIDE_Total,1,6.822579
PESTICIDE_Total,2,7.5104737
PESTICIDE_Total,3,11.344593
PESTICIDE_Total,4,17.665241
PESTICIDE_Total,5,17.046787
PESTICIDE_Total,6,13.60681
PESTICIDE_Total,7,13.750211
PESTICIDE_Total,8,18.1532
PESTICIDE_Total,9,31.721504
PESTICIDE_Total,10,30.406742
PESTICIDE_Total,11,18.727654
PESTICIDE_Total,12,14.153763
POUNDS_PRODUCT_APPLIED,1,7.1878767
POUNDS_PRODUCT_APPLIED,2,8.440748
POUNDS_PRODUCT_APPLIED,3,9.193461
POUNDS_PRODUCT_APPLIED,4,9.953629
POUNDS_PRODUCT_APPLIED,5,8.773422
POUNDS_PRODUCT_APPLIED,6,8.089528
POUNDS_PRODUCT_APPLIED,7,9.670616
POUNDS_PRODUCT_APPLIED,8,9.189561
POUNDS_PRODUCT_APPLIED,9,12.061308
POUNDS_PRODUCT_APPLIED,10,11.490565
POUNDS_PRODUCT_APPLIED,11,12.459682
POUNDS_PRODUCT_APPLIED,12,10.75064
