Feature,Importance,window_size
FIRE_Acres_Burned,0.0035114288,7
PRECIP,0.018178105,10
WIND_EventCount,0.0013469458,6
WIND_AvgMPH,0.046194077,6
WIND_RunMiles,-0.07904112,4
AQI_PM25,-0.020486832,10
AQI_PM10,0.006561756,12
EARTHQUAKE_Total,0.0013695955,1
PESTICIDE_Total,0.021373272,6
RODENTICIDE_Total,-0.0008234978,1
Avg_Monthly_DSCI,-0.7726183,4
