Feature,Importance,window_size
FIRE_Acres_Burned,-0.002290368,4
PRECIP,-0.0002824068,9
WIND_EventCount,-0.002706647,2
WIND_AvgMPH,-0.026269913,7
WIND_RunMiles,0.0046309233,10
AQI_PM25,-0.01190114,8
AQI_PM10,0.0035670996,3
EARTHQUAKE_Total,0.00010347366,1
PESTICIDE_Total,0.0001591444,10
RODENTICIDE_Total,0.0020905733,3
Avg_Monthly_DSCI,0.029211402,10
