Feature,Importance,window_size
FIRE_Acres_Burned,-0.00428921,12
PRECIP,0.13016826,11
WIND_EventCount,-0.00077456236,12
WIND_AvgMPH,-0.012805879,9
WIND_RunMiles,0.033183336,7
AQI_PM25,0.029797614,7
AQI_PM10,0.15126973,9
EARTHQUAKE_Total,0.010158658,9
PESTICIDE_Total,0.0019118786,11
RODENTICIDE_Total,0.016237855,7
Avg_Monthly_DSCI,0.16253954,3
