Feature,Importance,window_size
log1pFire,0.031010568,9
PRECIP,0.0029371679,11
WIND_EventCount,-0.0014033616,12
WIND_AvgMPH,-0.013396919,9
WIND_RunMiles,-0.0029734373,12
AQI_PM25,-0.0027430654,7
AQI_PM10,-0.0010057688,12
EARTHQUAKE_Total,0.00034829974,9
log1pPESTICIDE,-0.010619074,11
log1pRODENTICIDE,0.00029689074,11
Avg_Monthly_DSCI,0.03211826,2
