Feature,Importance,window_size
FIRE_Acres_Burned,-0.007622242,5
PRECIP,0.13423157,7
WIND_EventCount,-0.008118629,7
WIND_AvgMPH,-0.056101322,6
WIND_RunMiles,0.10024238,7
AQI_PM25,-0.011265039,1
AQI_PM10,-0.18256462,3
EARTHQUAKE_Total,0.010547638,7
PESTICIDE_Total,-0.04179287,11
RODENTICIDE_Total,0.012514114,1
Avg_Monthly_DSCI,-1.0634696,2
