MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20100309,06019,Fresno County,CA,47.56,52.44,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,06019,Fresno County,CA,47.56,52.44,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100223,06019,Fresno County,CA,47.56,52.44,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100216,06019,Fresno County,CA,47.56,52.44,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100209,06019,Fresno County,CA,47.80,52.20,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,06019,Fresno County,CA,47.80,52.20,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,06019,Fresno County,CA,48.02,51.98,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,06019,Fresno County,CA,31.32,68.68,52.27,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100112,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100105,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091222,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091215,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091208,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091201,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091124,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091117,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091110,06019,Fresno County,CA,31.32,68.68,55.16,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091103,06019,Fresno County,CA,31.32,68.68,55.50,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091027,06019,Fresno County,CA,31.32,68.68,55.50,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091020,06019,Fresno County,CA,31.32,68.68,55.50,0.00,0.00,0.00,2009-10-20,2009-10-26,1
20091013,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-10-13,2009-10-19,1
20091006,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-10-06,2009-10-12,1
20090929,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-09-29,2009-10-05,1
20090922,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-09-22,2009-09-28,1
20090915,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-09-15,2009-09-21,1
20090908,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-09-08,2009-09-14,1
20090901,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-09-01,2009-09-07,1
20090825,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-08-25,2009-08-31,1
20090818,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-08-18,2009-08-24,1
20090811,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-08-11,2009-08-17,1
20090804,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-08-04,2009-08-10,1
20090728,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-07-28,2009-08-03,1
20090721,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-07-21,2009-07-27,1
20090714,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-07-14,2009-07-20,1
20090707,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-07-07,2009-07-13,1
20090630,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-06-30,2009-07-06,1
20090623,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-06-23,2009-06-29,1
20090616,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-06-16,2009-06-22,1
20090609,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-06-09,2009-06-15,1
20090602,06019,Fresno County,CA,0.00,100.00,94.26,60.88,0.00,0.00,2009-06-02,2009-06-08,1
20090526,06019,Fresno County,CA,0.00,100.00,93.66,60.88,0.00,0.00,2009-05-26,2009-06-01,1
20090519,06019,Fresno County,CA,0.00,100.00,93.66,60.88,0.00,0.00,2009-05-19,2009-05-25,1
20090512,06019,Fresno County,CA,0.00,100.00,93.66,60.88,0.00,0.00,2009-05-12,2009-05-18,1
20090505,06019,Fresno County,CA,0.00,100.00,93.66,60.88,0.00,0.00,2009-05-05,2009-05-11,1
20090428,06019,Fresno County,CA,0.00,100.00,93.66,60.88,0.00,0.00,2009-04-28,2009-05-04,1
20090421,06019,Fresno County,CA,0.00,100.00,93.66,60.88,0.00,0.00,2009-04-21,2009-04-27,1
20090414,06019,Fresno County,CA,0.00,100.00,93.66,60.88,0.00,0.00,2009-04-14,2009-04-20,1
20090407,06019,Fresno County,CA,0.00,100.00,93.66,60.88,0.00,0.00,2009-04-07,2009-04-13,1
20090331,06019,Fresno County,CA,0.00,100.00,99.97,59.36,0.00,0.00,2009-03-31,2009-04-06,1
20090324,06019,Fresno County,CA,0.00,100.00,99.97,59.36,0.00,0.00,2009-03-24,2009-03-30,1
20090317,06019,Fresno County,CA,0.00,100.00,99.97,59.36,0.00,0.00,2009-03-17,2009-03-23,1
20090310,06019,Fresno County,CA,0.00,100.00,79.18,59.36,0.00,0.00,2009-03-10,2009-03-16,1
20090303,06019,Fresno County,CA,0.00,100.00,99.16,51.38,0.00,0.00,2009-03-03,2009-03-09,1
20090224,06019,Fresno County,CA,0.00,100.00,99.16,67.83,0.00,0.00,2009-02-24,2009-03-02,1
20090217,06019,Fresno County,CA,0.00,100.00,99.16,67.83,0.00,0.00,2009-02-17,2009-02-23,1
20090210,06019,Fresno County,CA,0.00,100.00,99.16,67.83,0.00,0.00,2009-02-10,2009-02-16,1
20090203,06019,Fresno County,CA,0.00,100.00,99.53,67.83,0.00,0.00,2009-02-03,2009-02-09,1
20090127,06019,Fresno County,CA,0.00,100.00,99.53,67.83,0.00,0.00,2009-01-27,2009-02-02,1
20090120,06019,Fresno County,CA,0.00,100.00,99.53,67.83,0.00,0.00,2009-01-20,2009-01-26,1
20090113,06019,Fresno County,CA,0.00,100.00,99.53,67.83,0.00,0.00,2009-01-13,2009-01-19,1
20090106,06019,Fresno County,CA,0.00,100.00,99.53,67.49,0.00,0.00,2009-01-06,2009-01-12,1
20081230,06019,Fresno County,CA,0.00,100.00,99.53,67.49,0.00,0.00,2008-12-30,2009-01-05,1
20081223,06019,Fresno County,CA,0.00,100.00,99.53,67.49,0.00,0.00,2008-12-23,2008-12-29,1
20081216,06019,Fresno County,CA,0.00,100.00,99.53,67.49,0.00,0.00,2008-12-16,2008-12-22,1
20081209,06019,Fresno County,CA,0.00,100.00,99.53,67.49,0.00,0.00,2008-12-09,2008-12-15,1
20081202,06019,Fresno County,CA,0.00,100.00,99.53,67.49,0.00,0.00,2008-12-02,2008-12-08,1
20081125,06019,Fresno County,CA,0.00,100.00,99.61,67.49,0.00,0.00,2008-11-25,2008-12-01,1
20081118,06019,Fresno County,CA,0.00,100.00,99.61,67.49,0.00,0.00,2008-11-18,2008-11-24,1
20081111,06019,Fresno County,CA,0.00,100.00,99.61,67.49,0.00,0.00,2008-11-11,2008-11-17,1
20081104,06019,Fresno County,CA,0.00,100.00,99.61,67.49,0.00,0.00,2008-11-04,2008-11-10,1
20081028,06019,Fresno County,CA,0.00,100.00,99.61,71.72,0.00,0.00,2008-10-28,2008-11-03,1
20081021,06019,Fresno County,CA,0.00,100.00,99.55,71.86,0.00,0.00,2008-10-21,2008-10-27,1
20081014,06019,Fresno County,CA,0.00,100.00,100.00,72.15,0.00,0.00,2008-10-14,2008-10-20,1
20081007,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-10-07,2008-10-13,1
20080930,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-09-30,2008-10-06,1
20080923,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-09-23,2008-09-29,1
20080916,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-09-16,2008-09-22,1
20080909,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-09-09,2008-09-15,1
20080902,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-09-02,2008-09-08,1
20080826,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-08-26,2008-09-01,1
20080819,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-08-19,2008-08-25,1
20080812,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-08-12,2008-08-18,1
20080805,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-08-05,2008-08-11,1
20080729,06019,Fresno County,CA,0.00,100.00,100.00,72.06,0.00,0.00,2008-07-29,2008-08-04,1
20080722,06019,Fresno County,CA,0.00,100.00,100.00,71.60,0.00,0.00,2008-07-22,2008-07-28,1
20080715,06019,Fresno County,CA,0.00,100.00,100.00,71.60,0.00,0.00,2008-07-15,2008-07-21,1
20080708,06019,Fresno County,CA,0.00,100.00,100.00,71.60,0.00,0.00,2008-07-08,2008-07-14,1
20080701,06019,Fresno County,CA,0.00,100.00,100.00,71.60,0.00,0.00,2008-07-01,2008-07-07,1
20080624,06019,Fresno County,CA,0.00,100.00,100.00,71.60,0.00,0.00,2008-06-24,2008-06-30,1
20080617,06019,Fresno County,CA,0.00,100.00,100.00,71.60,0.00,0.00,2008-06-17,2008-06-23,1
20080610,06019,Fresno County,CA,0.00,100.00,75.22,0.00,0.00,0.00,2008-06-10,2008-06-16,1
20080603,06019,Fresno County,CA,0.00,100.00,75.22,0.00,0.00,0.00,2008-06-03,2008-06-09,1
20080527,06019,Fresno County,CA,0.00,100.00,53.93,0.00,0.00,0.00,2008-05-27,2008-06-02,1
20080520,06019,Fresno County,CA,0.00,100.00,53.93,0.00,0.00,0.00,2008-05-20,2008-05-26,1
20080513,06019,Fresno County,CA,0.00,100.00,53.93,0.00,0.00,0.00,2008-05-13,2008-05-19,1
20080506,06019,Fresno County,CA,0.00,100.00,53.93,0.00,0.00,0.00,2008-05-06,2008-05-12,1
20080429,06019,Fresno County,CA,0.00,100.00,45.04,0.00,0.00,0.00,2008-04-29,2008-05-05,1
20080422,06019,Fresno County,CA,13.14,86.86,31.82,0.00,0.00,0.00,2008-04-22,2008-04-28,1
20080415,06019,Fresno County,CA,13.14,86.86,31.82,0.00,0.00,0.00,2008-04-15,2008-04-21,1
20080408,06019,Fresno County,CA,13.14,86.86,31.82,0.00,0.00,0.00,2008-04-08,2008-04-14,1
20080401,06019,Fresno County,CA,39.76,60.24,5.07,0.00,0.00,0.00,2008-04-01,2008-04-07,1
20080325,06019,Fresno County,CA,39.76,60.24,5.07,0.00,0.00,0.00,2008-03-25,2008-03-31,1
20080318,06019,Fresno County,CA,39.76,60.24,5.07,0.00,0.00,0.00,2008-03-18,2008-03-24,1
20080311,06019,Fresno County,CA,39.76,60.24,5.07,0.00,0.00,0.00,2008-03-11,2008-03-17,1
20080304,06019,Fresno County,CA,39.76,60.24,5.07,0.00,0.00,0.00,2008-03-04,2008-03-10,1
20080226,06019,Fresno County,CA,39.76,60.24,5.07,0.00,0.00,0.00,2008-02-26,2008-03-03,1
20080219,06019,Fresno County,CA,0.00,100.00,5.07,0.00,0.00,0.00,2008-02-19,2008-02-25,1
20080212,06019,Fresno County,CA,0.00,100.00,5.07,0.00,0.00,0.00,2008-02-12,2008-02-18,1
20080205,06019,Fresno County,CA,0.00,100.00,2.12,0.00,0.00,0.00,2008-02-05,2008-02-11,1
20080129,06019,Fresno County,CA,0.00,100.00,38.88,1.79,0.00,0.00,2008-01-29,2008-02-04,1
20080122,06019,Fresno County,CA,0.00,100.00,100.00,3.46,0.00,0.00,2008-01-22,2008-01-28,1
20080115,06019,Fresno County,CA,0.00,100.00,100.00,3.46,0.00,0.00,2008-01-15,2008-01-21,1
20080108,06019,Fresno County,CA,0.00,100.00,100.00,3.46,0.00,0.00,2008-01-08,2008-01-14,1
20080101,06019,Fresno County,CA,0.00,100.00,100.00,83.75,0.00,0.00,2008-01-01,2008-01-07,1
20071225,06019,Fresno County,CA,0.00,100.00,100.00,83.75,0.00,0.00,2007-12-25,2007-12-31,1
20071218,06019,Fresno County,CA,0.00,100.00,100.00,83.75,0.00,0.00,2007-12-18,2007-12-24,1
20071211,06019,Fresno County,CA,0.00,100.00,100.00,83.75,0.00,0.00,2007-12-11,2007-12-17,1
20071204,06019,Fresno County,CA,0.00,100.00,100.00,83.75,0.00,0.00,2007-12-04,2007-12-10,1
20071127,06019,Fresno County,CA,0.00,100.00,100.00,83.75,0.00,0.00,2007-11-27,2007-12-03,1
20071120,06019,Fresno County,CA,0.00,100.00,100.00,83.75,0.00,0.00,2007-11-20,2007-11-26,1
20071113,06019,Fresno County,CA,0.00,100.00,100.00,83.75,0.00,0.00,2007-11-13,2007-11-19,1
20071106,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-11-06,2007-11-12,1
20071030,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-10-30,2007-11-05,1
20071023,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-10-23,2007-10-29,1
20071016,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-10-16,2007-10-22,1
20071009,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-10-09,2007-10-15,1
20071002,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-10-02,2007-10-08,1
20070925,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-09-25,2007-10-01,1
20070918,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-09-18,2007-09-24,1
20070911,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-09-11,2007-09-17,1
20070904,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-09-04,2007-09-10,1
20070828,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-08-28,2007-09-03,1
20070821,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-08-21,2007-08-27,1
20070814,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-08-14,2007-08-20,1
20070807,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-08-07,2007-08-13,1
20070731,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-07-31,2007-08-06,1
20070724,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-07-24,2007-07-30,1
20070717,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-07-17,2007-07-23,1
20070710,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-07-10,2007-07-16,1
20070703,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-07-03,2007-07-09,1
20070626,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-06-26,2007-07-02,1
20070619,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-06-19,2007-06-25,1
20070612,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-06-12,2007-06-18,1
20070605,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-06-05,2007-06-11,1
20070529,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-05-29,2007-06-04,1
20070522,06019,Fresno County,CA,0.00,100.00,100.00,85.69,0.00,0.00,2007-05-22,2007-05-28,1
20070515,06019,Fresno County,CA,0.00,100.00,100.00,84.51,0.00,0.00,2007-05-15,2007-05-21,1
20070508,06019,Fresno County,CA,0.00,100.00,100.00,22.05,0.00,0.00,2007-05-08,2007-05-14,1
20070501,06019,Fresno County,CA,0.00,100.00,100.00,22.05,0.00,0.00,2007-05-01,2007-05-07,1
20070424,06019,Fresno County,CA,0.00,100.00,100.00,22.05,0.00,0.00,2007-04-24,2007-04-30,1
20070417,06019,Fresno County,CA,0.00,100.00,100.00,40.17,0.00,0.00,2007-04-17,2007-04-23,1
20070410,06019,Fresno County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2007-04-10,2007-04-16,1
20070403,06019,Fresno County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2007-04-03,2007-04-09,1
20070327,06019,Fresno County,CA,0.00,100.00,99.49,0.00,0.00,0.00,2007-03-27,2007-04-02,1
20070320,06019,Fresno County,CA,0.00,100.00,99.49,0.00,0.00,0.00,2007-03-20,2007-03-26,1
20070313,06019,Fresno County,CA,0.00,100.00,99.49,0.00,0.00,0.00,2007-03-13,2007-03-19,1
20070306,06019,Fresno County,CA,0.00,100.00,99.49,0.00,0.00,0.00,2007-03-06,2007-03-12,1
20070227,06019,Fresno County,CA,0.00,100.00,99.49,0.00,0.00,0.00,2007-02-27,2007-03-05,1
20070220,06019,Fresno County,CA,0.00,100.00,98.79,0.00,0.00,0.00,2007-02-20,2007-02-26,1
20070213,06019,Fresno County,CA,0.00,100.00,98.79,0.00,0.00,0.00,2007-02-13,2007-02-19,1
20070206,06019,Fresno County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2007-02-06,2007-02-12,1
20070130,06019,Fresno County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2007-01-30,2007-02-05,1
20070123,06019,Fresno County,CA,0.00,100.00,34.94,0.00,0.00,0.00,2007-01-23,2007-01-29,1
20070116,06019,Fresno County,CA,0.52,99.48,0.00,0.00,0.00,0.00,2007-01-16,2007-01-22,1
20070109,06019,Fresno County,CA,0.52,99.48,0.00,0.00,0.00,0.00,2007-01-09,2007-01-15,1
20070102,06019,Fresno County,CA,0.12,99.88,0.00,0.00,0.00,0.00,2007-01-02,2007-01-08,1
20061226,06019,Fresno County,CA,0.01,99.99,0.00,0.00,0.00,0.00,2006-12-26,2007-01-01,1
20061219,06019,Fresno County,CA,0.01,99.99,0.00,0.00,0.00,0.00,2006-12-19,2006-12-25,1
20061212,06019,Fresno County,CA,22.85,77.15,0.00,0.00,0.00,0.00,2006-12-12,2006-12-18,1
20061205,06019,Fresno County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2006-12-05,2006-12-11,1
20061128,06019,Fresno County,CA,36.14,63.86,0.00,0.00,0.00,0.00,2006-11-28,2006-12-04,1
20061121,06019,Fresno County,CA,36.14,63.86,0.00,0.00,0.00,0.00,2006-11-21,2006-11-27,1
20061114,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-11-14,2006-11-20,1
20061107,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-11-07,2006-11-13,1
20061031,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-31,2006-11-06,1
20061024,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-24,2006-10-30,1
20061017,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-17,2006-10-23,1
20061010,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-10,2006-10-16,1
20061003,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-10-03,2006-10-09,1
20060926,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-26,2006-10-02,1
20060919,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-19,2006-09-25,1
20060912,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-12,2006-09-18,1
20060905,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-09-05,2006-09-11,1
20060829,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-29,2006-09-04,1
20060822,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-22,2006-08-28,1
20060815,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-15,2006-08-21,1
20060808,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-08,2006-08-14,1
20060801,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-08-01,2006-08-07,1
20060725,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-25,2006-07-31,1
20060718,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-18,2006-07-24,1
20060711,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-11,2006-07-17,1
20060704,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-07-04,2006-07-10,1
20060627,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-27,2006-07-03,1
20060620,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-20,2006-06-26,1
20060613,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-13,2006-06-19,1
20060606,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-06-06,2006-06-12,1
20060530,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-30,2006-06-05,1
20060523,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-23,2006-05-29,1
20060516,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-16,2006-05-22,1
20060509,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-09,2006-05-15,1
20060502,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-05-02,2006-05-08,1
20060425,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-04-25,2006-05-01,1
20060418,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-04-18,2006-04-24,1
20060411,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-04-11,2006-04-17,1
20060404,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-04-04,2006-04-10,1
20060328,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-03-28,2006-04-03,1
20060321,06019,Fresno County,CA,38.62,61.38,0.00,0.00,0.00,0.00,2006-03-21,2006-03-27,1
20060314,06019,Fresno County,CA,38.62,61.38,0.00,0.00,0.00,0.00,2006-03-14,2006-03-20,1
20060307,06019,Fresno County,CA,25.34,74.66,0.00,0.00,0.00,0.00,2006-03-07,2006-03-13,1
20060228,06019,Fresno County,CA,25.34,74.66,0.00,0.00,0.00,0.00,2006-02-28,2006-03-06,1
20060221,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-02-21,2006-02-27,1
20060214,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-02-14,2006-02-20,1
20060207,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-02-07,2006-02-13,1
20060131,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-01-31,2006-02-06,1
20060124,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-01-24,2006-01-30,1
20060117,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-01-17,2006-01-23,1
20060110,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-01-10,2006-01-16,1
20060103,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2006-01-03,2006-01-09,1
20051227,06019,Fresno County,CA,58.28,41.72,0.00,0.00,0.00,0.00,2005-12-27,2006-01-02,1
20051220,06019,Fresno County,CA,58.28,41.72,0.00,0.00,0.00,0.00,2005-12-20,2005-12-26,1
20051213,06019,Fresno County,CA,37.73,62.27,0.00,0.00,0.00,0.00,2005-12-13,2005-12-19,1
20051206,06019,Fresno County,CA,37.73,62.27,0.00,0.00,0.00,0.00,2005-12-06,2005-12-12,1
20051129,06019,Fresno County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2005-11-29,2005-12-05,1
20051122,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-11-22,2005-11-28,1
20051115,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-11-15,2005-11-21,1
20051108,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-11-08,2005-11-14,1
20051101,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-11-01,2005-11-07,1
20051025,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-10-25,2005-10-31,1
20051018,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-10-18,2005-10-24,1
20051011,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-10-11,2005-10-17,1
20051004,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-10-04,2005-10-10,1
20050927,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-09-27,2005-10-03,1
20050920,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-09-20,2005-09-26,1
20050913,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-09-13,2005-09-19,1
20050906,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-09-06,2005-09-12,1
20050830,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-08-30,2005-09-05,1
20050823,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-08-23,2005-08-29,1
20050816,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-08-16,2005-08-22,1
20050809,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-08-09,2005-08-15,1
20050802,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-08-02,2005-08-08,1
20050726,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-07-26,2005-08-01,1
20050719,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-07-19,2005-07-25,1
20050712,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-07-12,2005-07-18,1
20050705,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-07-05,2005-07-11,1
20050628,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-06-28,2005-07-04,1
20050621,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-06-21,2005-06-27,1
20050614,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-06-14,2005-06-20,1
20050607,06019,Fresno County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2005-06-07,2005-06-13,1
