feature,window_size,rmse
AQI_PM10,1,3.7120468616485596
AQI_PM25,2,2.395002841949463
Avg_Monthly_DSCI,10,4.874338626861572
EARTHQUAKE_Total,1,4.002575397491455
PRECIP,1,2.9078292846679688
WIND_AvgMPH,1,4.152937889099121
WIND_EventCount,9,2.2047922611236572
WIND_RunMiles,11,3.941930055618286
YJ_PESTICIDE_Total,1,3.874218225479126
log1p_RODENTICIDE_Total,1,2.9001715183258057
