Feature,Importance
FIRE_Acres_Burned,0.0
PRECIP,1.9073486e-06
WIND_EventCount,4.1007996e-05
WIND_AvgMPH,8.678436e-05
WIND_RunMiles,0.00089359283
AQI_PM25,-1.5258789e-05
AQI_PM10,0.00012207031
EARTHQUAKE_Total,0.0
PESTICIDE_Total,0.005109787
