feature,window_size,rmse
FIRE_Acres_Burned,1,7.7027235
FIRE_Acres_Burned,2,7.6425796
FIRE_Acres_Burned,3,7.9768147
FIRE_Acres_Burned,4,8.18863
FIRE_Acres_Burned,5,8.566568
FIRE_Acres_Burned,6,8.562388
FIRE_Acres_Burned,7,9.111178
FIRE_Acres_Burned,8,9.297293
FIRE_Acres_Burned,9,9.592415
FIRE_Acres_Burned,10,9.747303
FIRE_Acres_Burned,11,10.138095
FIRE_Acres_Burned,12,10.097002
PRECIP,1,8.549375
PRECIP,2,8.105576
PRECIP,3,8.55625
PRECIP,4,9.906858
PRECIP,5,9.869975
PRECIP,6,8.564048
PRECIP,7,7.041388
PRECIP,8,6.513031
PRECIP,9,7.5519805
PRECIP,10,8.947161
PRECIP,11,7.979468
PRECIP,12,6.497396
WIND_EventCount,1,7.793774
WIND_EventCount,2,7.722209
WIND_EventCount,3,8.198735
WIND_EventCount,4,8.707953
WIND_EventCount,5,10.418593
WIND_EventCount,6,10.292197
WIND_EventCount,7,9.988485
WIND_EventCount,8,11.091086
WIND_EventCount,9,9.7803
WIND_EventCount,10,9.801853
WIND_EventCount,11,9.648798
WIND_EventCount,12,9.784155
WIND_AvgMPH,1,8.372705
WIND_AvgMPH,2,8.160279
WIND_AvgMPH,3,8.056829
WIND_AvgMPH,4,10.568151
WIND_AvgMPH,5,13.805978
WIND_AvgMPH,6,12.889958
WIND_AvgMPH,7,12.262701
WIND_AvgMPH,8,12.962548
WIND_AvgMPH,9,16.033367
WIND_AvgMPH,10,11.130916
WIND_AvgMPH,11,10.586256
WIND_AvgMPH,12,11.053216
WIND_RunMiles,1,8.128498
WIND_RunMiles,2,7.73807
WIND_RunMiles,3,9.359751
WIND_RunMiles,4,10.8604555
WIND_RunMiles,5,11.2025585
WIND_RunMiles,6,13.307216
WIND_RunMiles,7,14.716845
WIND_RunMiles,8,15.65997
WIND_RunMiles,9,13.7024355
WIND_RunMiles,10,11.070354
WIND_RunMiles,11,11.335156
WIND_RunMiles,12,12.265127
AQI_PM25,1,8.120076
AQI_PM25,2,8.74732
AQI_PM25,3,9.305862
AQI_PM25,4,10.428457
AQI_PM25,5,17.804277
AQI_PM25,6,10.662356
AQI_PM25,7,19.451223
AQI_PM25,8,12.135213
AQI_PM25,9,14.545198
AQI_PM25,10,17.62266
AQI_PM25,11,16.673534
AQI_PM25,12,12.742068
AQI_PM10,1,6.6764927
AQI_PM10,2,7.474379
AQI_PM10,3,9.492296
AQI_PM10,4,10.027536
AQI_PM10,5,13.172186
AQI_PM10,6,14.252615
AQI_PM10,7,14.452896
AQI_PM10,8,13.390887
AQI_PM10,9,14.829759
AQI_PM10,10,24.520546
AQI_PM10,11,29.166983
AQI_PM10,12,23.813816
EARTHQUAKE_Total,1,7.743475
EARTHQUAKE_Total,2,8.142288
EARTHQUAKE_Total,3,8.512375
EARTHQUAKE_Total,4,9.0402565
EARTHQUAKE_Total,5,11.090431
EARTHQUAKE_Total,6,11.085071
EARTHQUAKE_Total,7,9.632855
EARTHQUAKE_Total,8,13.326662
EARTHQUAKE_Total,9,13.597624
EARTHQUAKE_Total,10,13.613191
EARTHQUAKE_Total,11,13.326782
EARTHQUAKE_Total,12,11.828722
PESTICIDE_Total,1,8.031858
PESTICIDE_Total,2,10.011259
PESTICIDE_Total,3,10.580902
PESTICIDE_Total,4,13.727927
PESTICIDE_Total,5,14.347045
PESTICIDE_Total,6,12.536313
PESTICIDE_Total,7,15.226661
PESTICIDE_Total,8,23.10918
PESTICIDE_Total,9,23.222181
PESTICIDE_Total,10,23.532131
PESTICIDE_Total,11,19.57563
PESTICIDE_Total,12,17.365532
