Feature,Importance
FIRE_Acres_Burned,-4.7683716e-07
PRECIP,-0.22870445
WIND_EventCount,0.022481918
WIND_AvgMPH,0.15842295
WIND_RunMiles,0.15233946
AQI_PM25,-0.14485931
AQI_PM10,0.020536423
EARTHQUAKE_Total,-0.030709743
PESTICIDE_Total,-0.07157898
