Feature,Importance,window_size
FIRE_Acres_Burned,-0.0018469095,8
PRECIP,0.040302873,12
WIND_EventCount,5.2928925e-05,5
WIND_AvgMPH,-0.0009787083,11
WIND_RunMiles,0.0024520159,3
AQI_PM25,-0.055384755,4
AQI_PM10,-0.036287785,3
EARTHQUAKE_Total,0.00045263767,1
PESTICIDE_Total,-0.006289959,11
POUNDS_PRODUCT_APPLIED,0.0003027916,1
Avg_Monthly_DSCI,-0.051501393,1
