Feature,Importance,window_size
FIRE_Acres_Burned,0.03560865,9
PRECIP,0.00660944,1
WIND_EventCount,0.0028438568,5
WIND_AvgMPH,0.08515549,9
WIND_RunMiles,0.0061872005,12
AQI_PM25,0.012921691,1
AQI_PM10,-0.08267212,5
EARTHQUAKE_Total,0.00033164024,9
PESTICIDE_Total,0.035552382,6
RODENTICIDE_Total,-0.002627492,1
Avg_Monthly_DSCI,-0.2750392,10
