Feature,Importance,window_size
FIRE_Acres_Burned,-0.0005078316,4
PRECIP,0.0151513815,4
WIND_EventCount,-0.0006271601,5
WIND_AvgMPH,0.03976953,10
WIND_RunMiles,-0.0023300648,11
AQI_PM25,-0.0071861744,6
AQI_PM10,-0.007439494,6
EARTHQUAKE_Total,0.004851699,10
PESTICIDE_Total,-0.03261745,8
RODENTICIDE_Total,0.0015710592,1
Avg_Monthly_DSCI,0.044347525,8
