Feature,Importance,window_size
FIRE_Acres_Burned,0.04501784,12
PRECIP,0.042787433,11
WIND_EventCount,0.0026017427,12
WIND_AvgMPH,0.19924855,9
WIND_RunMiles,-0.08729887,7
AQI_PM25,-0.23826802,7
AQI_PM10,-0.25632536,9
EARTHQUAKE_Total,0.020336032,9
PESTICIDE_Total,-0.004941225,11
RODENTICIDE_Total,-0.054368377,7
Avg_Monthly_DSCI,-0.39609456,3
