Feature,Importance
FIRE_Acres_Burned,0.0264045
PRECIP,0.3159426
WIND_EventCount,-0.06673676
WIND_AvgMPH,0.010127485
WIND_RunMiles,0.0015365481
AQI_PM25,-0.050225616
AQI_PM10,0.10176653
EARTHQUAKE_Total,0.051938653
PESTICIDE_Total,0.006615758
POUNDS_PRODUCT_APPLIED,0.027431667
