Feature,Importance,window_size
FIRE_Acres_Burned,0.079102635,12
PRECIP,0.02444923,11
WIND_EventCount,0.008692563,5
WIND_AvgMPH,0.19755,6
WIND_RunMiles,0.041948795,4
AQI_PM25,-0.009745479,7
AQI_PM10,0.44641435,5
EARTHQUAKE_Total,-0.00013053417,1
PESTICIDE_Total,0.10266721,6
RODENTICIDE_Total,0.020645022,1
Avg_Monthly_DSCI,1.1338527,9
