Feature,Importance
FIRE_Acres_Burned,0.0
PRECIP,0.14930916
WIND_EventCount,0.061552048
WIND_AvgMPH,-0.05678749
WIND_RunMiles,-0.2469101
AQI_PM25,0.059864998
AQI_PM10,-0.050463676
EARTHQUAKE_Total,-0.030917168
PESTICIDE_Total,-0.097971916
POUNDS_PRODUCT_APPLIED,-0.70302105
