feature,window_size,rmse
FIRE_Acres_Burned,1,7.216805
FIRE_Acres_Burned,2,7.4025617
FIRE_Acres_Burned,3,7.4995017
FIRE_Acres_Burned,4,7.652167
FIRE_Acres_Burned,5,7.949047
FIRE_Acres_Burned,6,7.9834695
FIRE_Acres_Burned,7,8.143178
FIRE_Acres_Burned,8,8.324935
FIRE_Acres_Burned,9,8.466468
FIRE_Acres_Burned,10,8.601873
FIRE_Acres_Burned,11,8.197082
FIRE_Acres_Burned,12,8.544578
PRECIP,1,7.7186866
PRECIP,2,7.9681687
PRECIP,3,8.765949
PRECIP,4,9.068938
PRECIP,5,8.264024
PRECIP,6,6.874114
PRECIP,7,5.686964
PRECIP,8,7.7269955
PRECIP,9,6.2007027
PRECIP,10,6.7059016
PRECIP,11,6.596577
PRECIP,12,3.8508825
WIND_EventCount,1,7.569404
WIND_EventCount,2,8.050164
WIND_EventCount,3,9.589131
WIND_EventCount,4,10.200878
WIND_EventCount,5,10.4100685
WIND_EventCount,6,11.211256
WIND_EventCount,7,12.007151
WIND_EventCount,8,11.558549
WIND_EventCount,9,11.632752
WIND_EventCount,10,11.636632
WIND_EventCount,11,12.824845
WIND_EventCount,12,12.151114
WIND_AvgMPH,1,9.597779
WIND_AvgMPH,2,9.33429
WIND_AvgMPH,3,12.468253
WIND_AvgMPH,4,14.084982
WIND_AvgMPH,5,16.211906
WIND_AvgMPH,6,14.194112
WIND_AvgMPH,7,14.61099
WIND_AvgMPH,8,14.435693
WIND_AvgMPH,9,12.8628025
WIND_AvgMPH,10,12.233088
WIND_AvgMPH,11,8.90636
WIND_AvgMPH,12,12.005929
WIND_RunMiles,1,9.732167
WIND_RunMiles,2,9.07069
WIND_RunMiles,3,11.486605
WIND_RunMiles,4,16.04557
WIND_RunMiles,5,11.569865
WIND_RunMiles,6,14.260049
WIND_RunMiles,7,17.097555
WIND_RunMiles,8,13.714279
WIND_RunMiles,9,13.46978
WIND_RunMiles,10,14.119141
WIND_RunMiles,11,13.472069
WIND_RunMiles,12,10.811975
AQI_PM25,1,7.373975
AQI_PM25,2,7.721899
AQI_PM25,3,7.7127614
AQI_PM25,4,8.890727
AQI_PM25,5,16.320637
AQI_PM25,6,12.850827
AQI_PM25,7,10.659199
AQI_PM25,8,11.386478
AQI_PM25,9,11.860114
AQI_PM25,10,16.119429
AQI_PM25,11,14.050927
AQI_PM25,12,13.795237
AQI_PM10,1,5.257369
AQI_PM10,2,6.6597757
AQI_PM10,3,6.8123827
AQI_PM10,4,7.009554
AQI_PM10,5,7.4042435
AQI_PM10,6,14.143004
AQI_PM10,7,11.249276
AQI_PM10,8,11.690431
AQI_PM10,9,23.145512
AQI_PM10,10,35.019176
AQI_PM10,11,30.53316
AQI_PM10,12,25.737957
EARTHQUAKE_Total,1,7.363183
EARTHQUAKE_Total,2,7.492989
EARTHQUAKE_Total,3,7.690115
EARTHQUAKE_Total,4,8.389359
EARTHQUAKE_Total,5,9.080886
EARTHQUAKE_Total,6,8.897821
EARTHQUAKE_Total,7,11.586628
EARTHQUAKE_Total,8,11.806237
EARTHQUAKE_Total,9,9.851189
EARTHQUAKE_Total,10,10.644852
EARTHQUAKE_Total,11,13.775277
EARTHQUAKE_Total,12,9.178927
PESTICIDE_Total,1,7.138088
PESTICIDE_Total,2,8.482205
PESTICIDE_Total,3,12.738704
PESTICIDE_Total,4,14.627993
PESTICIDE_Total,5,15.78555
PESTICIDE_Total,6,12.511715
PESTICIDE_Total,7,15.954769
PESTICIDE_Total,8,29.872597
PESTICIDE_Total,9,27.54883
PESTICIDE_Total,10,34.32397
PESTICIDE_Total,11,18.7071
PESTICIDE_Total,12,16.940214
POUNDS_PRODUCT_APPLIED,1,8.045255
POUNDS_PRODUCT_APPLIED,2,10.119608
POUNDS_PRODUCT_APPLIED,3,10.372331
POUNDS_PRODUCT_APPLIED,4,7.768295
POUNDS_PRODUCT_APPLIED,5,9.469116
POUNDS_PRODUCT_APPLIED,6,11.537972
POUNDS_PRODUCT_APPLIED,7,8.36646
POUNDS_PRODUCT_APPLIED,8,9.370667
POUNDS_PRODUCT_APPLIED,9,12.635011
POUNDS_PRODUCT_APPLIED,10,13.545337
POUNDS_PRODUCT_APPLIED,11,12.717879
POUNDS_PRODUCT_APPLIED,12,10.397581
