Feature,Importance,window_size
FIRE_Acres_Burned,-0.031224787,12
PRECIP,0.0730477,11
WIND_EventCount,0.016364872,6
WIND_AvgMPH,-0.044928133,12
WIND_RunMiles,0.017816842,11
AQI_PM25,-1.257658e-05,1
AQI_PM10,0.18139571,12
EARTHQUAKE_Total,0.008399308,12
PESTICIDE_Total,0.069849074,11
POUNDS_PRODUCT_APPLIED,-0.0012355447,12
Avg_Monthly_DSCI,0.0030590296,4
